date,volumeUSD,totalValueLockedUSD,priceUSD,feesUSD,open,high,low,close,token_id
2021-11-29,216434377.33062208,242787417.85567737,1.0,212246.4943852346,1.0,1.0021112873721127,0.998745546232327,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-28,100798979.5683451,199617618.3143263,1.0,68660.80780616503,1.0,1.0019183687442896,0.997573814052523,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-27,73235409.68947378,198396086.60226816,1.0,47402.66319528968,1.0,1.0003005113499344,0.9980330753400736,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-26,479503549.8871888,205495291.70691144,1.0,319774.9680341541,1.0,1.0010963883148072,0.9988962314219082,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-25,220326356.0859712,309494967.12637246,1.0,191183.9370847695,1.0,1.0004768886241666,0.9995825482294348,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-24,316152032.3380349,268765085.0422917,1.0,178473.17973056497,1.0,1.0034439047160912,0.997479909443736,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-23,320539499.9833551,281041488.888729,1.0,202229.8403103753,1.0,1.0014394043139,0.999142514500206,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-22,437481962.1128612,257290184.29405785,1.0,233301.26615970896,1.0,1.0006645141205568,0.9984044221690324,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-21,260270781.06752783,284071296.5529688,1.0,222218.83560281116,1.0,1.0004104887568972,0.9992557035365708,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-20,216731273.74237663,325991118.46408176,1.0,142846.91908272935,1.0,1.0009989253372547,0.998330394726706,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-19,275143741.6870187,300166433.9034716,1.0,150723.92300573323,1.0,1.001920402590036,0.9999066949707396,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-18,430205288.87874895,262466334.56005448,1.0,233133.96028536247,1.0,1.0018127109094468,0.9994509620223094,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-17,450669899.9555656,268148243.86242357,1.0,243640.3451436548,1.0,1.0018416749438253,0.9991950005204486,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-16,615767085.7666994,222859895.08271623,1.0,465856.9307310477,1.0,1.0017492589771086,0.9985492285162396,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-15,183882701.98570207,218445359.9876955,1.0,182439.04320615556,1.0,1.0006726847044844,0.9992768210367318,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-14,195372432.96565613,257964696.94368204,1.0,189929.7197747909,1.0,1.0000499846484967,0.9990091102107455,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-13,140544933.40476933,283071843.8836368,1.0,120717.20198357108,1.0,1.0005760630964649,0.9999419904983754,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-12,310707536.47514,291041534.950851,1.0,323330.6527084329,1.0,1.0011043622935831,0.9978600747274394,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-11,234874301.86882076,303351384.08713764,1.0,201836.7565114413,1.0,1.0020130805717193,0.9999584137581948,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-10,474693185.79818493,288356169.4478668,1.0,474377.29040850815,1.0,1.0003504314729432,0.9998707441426375,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-09,154633672.3196841,282875550.2570695,1.0,151511.43495076837,1.0,1.0012428528141544,0.9998780525501064,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-08,219224760.13057184,286337271.2593661,1.0,192849.4232613824,1.0,1.000935878144824,0.9993186088531976,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-07,175265788.32244092,248556530.39792195,1.0,137305.8500288436,1.0,1.0000301326339571,0.9993162780333154,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-06,204442068.81223425,240015443.02493688,1.0,182149.5127675701,1.0,1.001277589346309,0.9998995029624465,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-05,193714621.53294528,234034282.39875284,1.0,172208.5476221812,1.0,1.0000219637033976,0.9995627130663098,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-04,264493902.63646397,235799537.2091425,1.0,230402.09934267917,1.0,1.0000938802009345,0.9992106739591784,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-03,314248041.1748329,250795795.2235717,1.0,288061.0120770121,1.0,1.0005118823814103,0.9992357267719868,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-02,247216162.4956674,236199710.5503566,1.0,226237.06374354765,1.0,1.001077761565324,0.9999867271615848,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-11-01,214299981.5678678,204742479.93535215,1.0,170945.55346418425,1.0,1.0000563519763277,0.9985614408942416,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-31,224391411.90385008,190857650.31350657,1.0,166805.4617777491,1.0,1.0017351844205709,0.9953791956523372,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-30,174788260.1227162,173714062.51646706,1.0,111769.91633007897,1.0,1.0003298641650908,0.9982902298053844,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-29,267519921.75264293,229740072.33626455,1.0,173465.86601858,1.0,1.0026054644557116,0.9968821293645596,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-28,380126700.1855644,199097123.14195773,1.0,347446.91941093205,1.0,1.0004119195583017,0.9999617358403136,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-27,310638061.2539707,153269544.38842627,1.0,383366.84405619855,0.99896545717287,1.0215455225529153,0.9944060345140864,1.0,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-26,227955808.31350595,179661780.474723,0.998995847126786,252679.5093248978,0.999458875166574,1.0233993198829512,0.9910005406828348,0.998995847126786,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-25,128350617.10217267,184285294.96623108,1.000150882378557,144081.8809162378,0.9973896849795176,1.0093722269102707,0.9930957054111887,1.000150882378557,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-24,149762001.50390816,171696501.47495252,0.9996511724791166,179110.681875536,0.9994793688626435,1.0272506266323949,0.9934429443753952,0.9996511724791166,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-23,190168481.0155948,182877832.72372448,0.9982845612834336,196780.73789660007,1.0006874640184615,1.0133116016751318,0.991663207068262,0.9982845612834336,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-22,260322514.6111552,173456041.75302547,1.000891983799327,267835.7484238213,1.001150281175281,1.0316052196383787,0.9922449154660078,1.000891983799327,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-21,323242857.5479608,179614358.9941557,1.0011702298245277,419331.38165224285,1.000236077693564,1.0062819140389043,0.9924656404235764,1.0011702298245277,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-20,208469713.82978508,190459614.56377387,1.000236077693564,216879.1387089429,1.0012999478542766,1.0048452081565813,0.9975691996180894,1.000236077693564,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-19,118536806.82228148,167831759.40076163,1.0012999478542766,122629.0361575444,0.9994141352798928,1.0075581252491095,0.994966796226444,1.0012999478542766,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-18,125359885.94834328,159575919.14594817,0.9994141352798928,137137.83782903993,1.0005308501498549,1.0073092823901424,0.9942451630604008,0.9994141352798928,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-17,131055877.2689784,167759493.41626233,1.0005308501498549,161373.60760595175,0.999942347735584,1.0105080494916219,0.9915612519890398,1.0005308501498549,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-16,136078948.5078512,162967923.13483593,0.999942347735584,120462.8186959556,1.0009206259341838,1.0091502706494582,0.99607941688008,0.999942347735584,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-15,149434551.73635128,166330747.97208595,1.0009206259341838,137939.40484022672,1.0007412787939705,1.0115947705385533,0.9873195165617606,1.0009206259341838,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-14,71986148.40490183,157330750.19519007,1.0007412787939705,82400.16664919275,1.0006137158972934,1.0083361651764124,0.9990670204459782,1.0007412787939705,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-13,60604206.79503692,143623225.13711855,1.0006137158972934,72426.62866429584,1.0005590706069556,1.0006137158972934,0.9994139768372872,1.0006137158972934,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-12,72887435.17008303,149266615.6316158,1.0005590706069556,112944.2877454898,1.00061610098235,1.004000634756794,0.9979725453572044,1.0005590706069556,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-11,88195704.52020122,144326346.35923994,1.00061610098235,127417.17980818762,1.000697067268313,1.0008573079765604,0.998858882794487,1.00061610098235,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-10,61744819.61604181,129344226.12566967,1.000697067268313,106335.10152309031,1.000748984921632,1.0021768866604848,1.0002233537682488,1.000697067268313,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-09,31409648.67891492,129722744.73835182,1.000748984921632,35295.82810680729,1.0007319537960164,1.0038877889999636,0.9994714198426388,1.000748984921632,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-08,54888154.229424685,129585317.65220109,1.0007319537960164,65218.97809847457,1.0008089212558218,1.0031439119998733,0.998707582810218,1.0007319537960164,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-07,55219970.58375381,121899774.8086992,1.0008089212558218,76068.67631307257,1.0008231990774947,1.0029301806451725,1.0007686897580368,1.0008089212558218,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-06,81431298.79646648,123106032.12729289,1.0008231990774947,90338.06364457,1.0005340595437149,1.0093964354677905,0.9976131162855648,1.0008231990774947,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-05,61912182.83039341,145702387.11659765,1.0005340595437149,68306.99579288048,1.000684605962167,1.000691639727174,0.9988704418642784,1.0005340595437149,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-04,62657448.90008262,131424648.00103146,1.0006856098475385,88386.30856452117,1.0006261354557364,1.0021288989919632,0.9960840795307132,1.0006856098475385,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-03,44488563.97280467,137575219.31411788,1.0006261354557364,64683.678258259446,1.0006109667460468,1.0016914851248329,0.9998879571030468,1.0006261354557364,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-02,46975053.38287026,137950956.17205223,1.0006108140116414,63816.68905529724,1.0005600156116843,1.0018517439676744,0.9988755490189676,1.0006108140116414,0x6b175474e89094c44da98b954eedeac495271d0f
2021-10-01,82645302.88873953,139578260.16868713,1.0005600156116843,85039.83279353882,1.0005499844276768,1.0025060260438292,0.9982865935303032,1.0005600156116843,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-30,57414530.523352005,139826910.1965834,1.0005499844276768,56011.92909407596,1.0005487470644459,1.0028137849611876,0.9984576785478396,1.0005499844276768,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-29,38010125.291844666,131622993.45752937,1.0005487470644459,32303.308450018012,1.0005800874876043,1.002480928631789,1.000521489753463,1.0005487470644459,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-28,44107872.42120613,130835817.36463258,1.0005800874876043,46328.1687326941,1.0005517076373236,1.0013904420860993,0.9978936060020708,1.0005800874876043,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-27,43906689.778654374,132393258.24481808,1.0005517076373236,51754.82101908121,1.0004585679325542,1.0056209830941976,0.9964408542768428,1.0005517076373236,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-26,55382147.126683846,136310204.5678479,1.0004585679325542,67966.4917916294,0.9994223785027818,1.0545709333144195,0.9955372003681066,1.0004585679325542,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-25,38424830.08608352,138283477.0183652,1.0014413987572777,43762.21346815869,1.0016898764846767,1.0204266912269713,0.9945558897200596,1.0014413987572777,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-24,62429726.65895456,136643759.0319861,1.0016597323206928,79192.71935195342,1.0001000256358108,1.014733280887219,0.9847556527289288,1.0016597323206928,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-23,38029228.14836682,139661314.67298195,1.0001000256358108,62296.03181582963,0.9984216367049652,1.0187796462900625,0.9949001959901412,1.0001000256358108,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-22,81009578.61741649,137788776.35563704,0.9984216367049652,78183.76386604737,0.999996642188082,1.008436438744788,0.9887222588561504,0.9984216367049652,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-21,113942615.19924216,114576810.3206658,0.9999505520133668,104570.10511546404,1.0043082012739308,1.0339411558076952,0.9803034354332788,0.9999505520133668,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-20,107593984.70407948,121492886.78154184,1.0046354914397757,113846.9160733036,1.001801444664132,1.0151400212967359,0.991908876974542,1.0046354914397757,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-19,28982433.188724454,145457583.924602,0.9992604713797284,32308.626134854054,1.0009561179959838,1.003347680149552,0.9963098336969124,0.9992604713797284,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-18,22415160.514545724,149208938.5729535,0.9994412884923212,27584.13037300634,1.0003235110961188,1.0039220202720371,0.995417358345286,0.9994412884923212,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-17,56775872.74919021,150217766.10787514,1.0003235110961188,55379.12395955453,0.999721391329154,1.0045924544853408,0.9928406840815176,1.0003235110961188,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-16,53116886.53619411,149314061.176672,0.999721391329154,58882.84986187841,1.0007053292487167,1.0045628797697093,0.9926347925846548,0.999721391329154,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-15,36196524.96843104,150915711.64313823,1.0007053292487167,48848.282814097205,1.000678566561575,1.0066720288539865,0.9896278761215446,1.0007053292487167,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-14,36767694.44078723,144533779.44601342,0.999934781108214,42210.383045210314,1.0005082026285017,1.0062169829210856,0.991980783286072,0.999934781108214,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-13,69113341.05886327,143371615.59455192,1.0005082026285017,93125.32113200448,1.0008770570159056,1.129788466539366,0.9766303915120707,1.0005082026285017,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-12,40544540.19444929,143815254.7631769,0.9987111686868932,42850.73318917344,0.9994728133685636,1.0049145760748592,0.9937834491161168,0.9987111686868932,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-11,32030605.690553207,141869094.68356228,0.9994728133685636,37490.34025254193,1.0003043421878852,1.0064326604524194,0.9957413125577852,0.9994728133685636,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-10,67375304.71225537,142096044.0310018,1.0003043421878852,77982.11032842558,1.0016145959748155,1.0241241273522768,0.9909220433037083,1.0003043421878852,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-09,53621660.54019615,146971668.684902,1.0016145959748155,65519.77704691498,1.0028514077195767,1.0449987160302805,0.9783641380581202,1.0016145959748155,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-08,80432608.000972,149536196.1798572,0.9990561726450804,98872.30736685662,1.0024704054365539,1.0238234351061477,0.987435321147372,0.9990561726450804,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-07,194831061.22807,157050582.95306772,0.9993419147310636,245478.56814541036,1.0002226840927693,1.035464293086978,0.9783674310506753,0.9993419147310636,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-06,121873533.54891334,177839106.48930734,1.0003788325349643,126644.31640234638,0.9992723654915664,1.0036921377838715,0.9974083265862,1.0003788325349643,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-05,95633708.29839136,187225687.63334307,0.9992723654915664,112587.37500430593,1.0004413305512767,1.0041295299670219,0.9974441239240386,0.9992723654915664,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-04,115300834.1734724,179062182.0585777,1.0004413305512767,132881.8873861494,1.0001490490802172,1.0025353686713467,0.9970013897370866,1.0004413305512767,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-03,153423307.58823952,183395283.4113644,0.9993533424114962,178351.93695398007,1.0005974656035208,1.0121838842744613,0.9928910586459728,0.9993533424114962,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-02,142776388.642616,194344544.92536333,1.0005974656035208,150516.20878691357,1.0006393256382713,1.0029905661140843,0.994359249313901,1.0005974656035208,0x6b175474e89094c44da98b954eedeac495271d0f
2021-09-01,237731455.1406128,187542480.8999988,1.000639352114335,255263.41665912393,1.0011900668385232,1.0074016760501583,0.9946729764475348,1.000639352114335,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-31,201056553.56432948,184519347.4244956,1.0011900668385232,244745.30651180053,1.0008411555452337,1.004135815547179,0.9945373321400623,1.0011900668385232,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-30,120619733.12282574,148195395.96839875,1.0008411555452337,139117.0235143556,1.0005776083082942,1.0034534021011567,0.9971637061580152,1.0008411555452337,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-29,99757136.82258366,145011001.2851279,0.9999941435540634,126091.45235529017,0.9996454671211016,1.0048130558377353,0.9907015024244048,0.9999941435540634,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-28,56686270.66280406,140828966.29888695,0.9993836539825234,57030.374762134095,1.0014064706392407,1.0029243959520064,0.9983952923064427,0.9993836539825234,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-27,95613715.25144553,137665788.1295615,1.001347735697509,107212.70935514243,1.0012801915532223,1.0098167614999272,0.9976744346630744,1.001347735697509,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-26,105765911.42607884,118142008.3950956,1.0012801915532223,147394.45912433835,1.0009273067707425,1.0028928606693075,0.9938365385603032,1.0012801915532223,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-25,110244653.34470376,122894005.62065296,1.0009273067707425,140411.0903665412,1.0010005873976913,1.002098930252333,0.9992388205606284,1.0009273067707425,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-24,182131633.2586106,112004827.64108166,1.0010005873976913,181930.9655786688,1.0003550429948116,1.0017993580093008,0.99801560843746,1.0010005873976913,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-23,163954183.9732667,151108260.67088,1.0003550429948116,166967.5816477393,1.001129578310542,1.0054081879479724,0.9943742559680314,1.0003550429948116,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-22,74189977.44321059,145004785.00019735,1.001129578310542,112123.89221225044,1.0003337299765978,1.0056284656953027,0.9956754359369254,1.001129578310542,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-21,83611874.13304582,136007197.58246657,0.9999835063802496,82177.45797359738,1.0008443142958527,1.0057048225872105,0.997120637219048,0.9999835063802496,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-20,120478321.98914884,127954560.23813827,1.0008443142958527,112537.74026887411,1.0008850259024515,1.0039685603736292,0.9988200956944472,1.0008443142958527,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-19,101413749.57338768,113514266.1889124,1.0008850259024515,113367.3769929295,1.0008324924160932,1.0058130691011693,0.9991141389208118,1.0008850259024515,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-18,143618644.8798993,112654794.98073041,1.0008324924160932,170818.38853830987,1.0013483816001556,1.0092343278435596,0.9955883636949744,1.0008324924160932,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-17,173094132.41996285,121367317.99189883,1.0013483816001556,188276.26351013873,0.9999861811630064,1.0043365417192498,0.9924530842384564,1.0013483816001556,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-16,104248907.8561764,134484618.18167126,0.9999861811630064,116746.6590634342,1.0007096336871617,1.004379829594748,0.9953942094540296,0.9999861811630064,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-15,98186538.18754451,139590427.7682624,1.0007096336871617,115274.84546338231,1.0007165888170737,1.006079893409154,0.9938876584896512,1.0007096336871617,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-14,55197575.573016934,134649842.1483453,1.0007165888170737,68702.22526423605,1.0007044763468382,1.0050798447873257,0.999029251037368,1.0007165888170737,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-13,70322483.15800954,137333002.15289453,1.0007043307691559,100294.40540667516,1.0006927133214052,1.0012983487080254,1.0003122106205198,1.0007043307691559,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-12,114332729.05193608,121959667.49556434,1.0006927133214052,148138.6291404834,1.0006259317611863,1.0020776977444403,0.9994921713836836,1.0006927133214052,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-11,74604282.13644406,136757260.6301752,1.0006259317611863,110229.62445213684,1.0006251932656969,1.0014107324385175,0.9994612575355372,1.0006259317611863,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-10,79060094.46272257,131691037.96238422,1.0006251932656969,127050.16316834607,1.0006051087783832,1.0013721040907724,1.0002308766712045,1.0006251932656969,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-09,175356391.44044524,131509829.06579833,1.0006051087783832,247006.02072753408,1.000549977970322,1.0019587981760796,0.9993656268666166,1.0006051087783832,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-08,140661640.08681124,150288721.63074562,1.000549977970322,185547.52319741424,1.0005144729220907,1.0013427646002768,0.998754268662468,1.000549977970322,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-07,161901314.4617941,160811440.8634805,1.0005142622894478,197321.50888310795,1.0008556869264031,1.0136610587433275,0.9864731900309124,1.0005142622894478,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-06,160449045.60048223,158642830.87432563,1.0008556869264031,163527.1916544579,1.000473668487648,1.0058323947229642,0.9994934755177926,1.0008556869264031,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-05,183243281.16166508,148894965.1140096,1.0004729727998356,195626.53281196888,1.0004803081061968,1.0105941409516876,0.998393089607577,1.0004729727998356,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-04,157119015.60027558,141200111.88769072,1.0004803081061968,157458.58142743527,1.000716772107543,1.0009765810885771,1.000037561540623,1.0004803081061968,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-03,118788717.54928328,105487282.56948829,1.000716772107543,94972.47648220154,1.0008137315495416,1.0058460028421452,1.0007063382440118,1.000716772107543,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-02,87533973.00503585,97745645.39635357,1.0008137315495416,72654.21915905642,1.0008377981248688,1.0024881012876483,1.00001256733054,1.0008137315495416,0x6b175474e89094c44da98b954eedeac495271d0f
2021-08-01,76781324.36682895,98388565.16447021,1.0008377981248688,52130.490692692874,1.0008773084492455,1.0024118767660246,0.9988795667432964,1.0008377981248688,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-31,44722957.58729492,101724255.79818994,1.0008773084492455,29269.49132896145,1.0008871112778948,1.0014110043152336,0.9998447224049138,1.0008773084492455,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-30,99114717.68760805,102710400.24204436,1.0008871112778948,71577.69092049525,1.0008517412426128,1.002225094902787,1.0005781080315606,1.0008871112778948,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-29,93122447.60713446,103736559.60479216,1.0008517412426128,64228.681579634,1.0009502237175276,1.000989145222522,1.0006589394480947,1.0008517412426128,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-28,116709079.17327632,87688527.2067203,1.0009502237175276,96462.13059090944,1.0009540013228588,1.0013450632005418,1.0007480217467648,1.0009502237175276,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-27,120854592.5014449,85650649.26898772,1.0009540013228588,106220.71036570396,1.000848429864171,1.0017402651814284,1.0007329428163823,1.0009540013228588,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-26,190351770.44389075,92148789.76276016,1.000848429864171,163971.0870454255,1.0008753157715349,1.0024295635793583,1.0000408577469952,1.000848429864171,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-25,39293495.33329287,93560801.00609453,1.0008753157715349,27620.609317293503,1.0008150805136748,1.0013360340295951,1.0002238519430988,1.0008753157715349,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-24,46388265.6905251,98691865.01133671,1.0008150805136748,30345.829264742595,1.0006723501178685,1.0012082645372555,1.0004024646962235,1.0008150805136748,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-23,61561689.27697028,125911542.5198008,1.0006721496411837,50325.83936846382,1.0006318887418852,1.001989558149488,1.0002492826236171,1.0006721496411837,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-22,76642992.69032086,127441119.73691256,1.0006318887418852,62930.18779728194,1.0006310842232633,1.0009902670428181,1.000468965831296,1.0006318887418852,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-21,86535694.24610655,124420156.74351576,1.0006310842232633,66815.81485219297,1.000631138996604,1.0014656646271507,0.9991579219450016,1.0006310842232633,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-20,67477813.21691972,120579573.89791375,1.000631138996604,44315.448879340816,1.000727285828413,1.005684559757894,0.9994760568854794,1.000631138996604,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-19,47445118.78020883,112157358.63321404,1.000727285828413,30251.981614945293,1.0007419125172876,1.0052461983231569,0.998602370554968,1.000727285828413,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-18,43927704.23821332,113002434.12386551,1.0007419125172876,32974.60802673199,1.0007491005140723,1.0008309499727002,1.0003344456989531,1.0007419125172876,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-17,42467694.84342951,111818131.245468,1.0007491005140723,29485.923363964113,1.0007177344016147,1.00098436398927,0.9982103973408952,1.0007491005140723,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-16,63842206.9088217,114541740.86819568,1.0007177344016147,42414.05324869086,1.0007375325311263,1.0010557550618624,1.0000300984387256,1.0007177344016147,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-15,106937250.6218785,113204808.48492797,1.0007375325311263,75629.53749091887,1.0007568383175751,1.0025334880921024,1.0006784558073507,1.0007375325311263,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-14,90655902.87136179,114465193.62302288,1.0007568383175751,68517.98955845546,1.0007282647046,1.0014441501862603,0.9996300821355688,1.0007568383175751,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-13,74069232.68986149,115809518.1127404,1.0007278090351188,60270.98870281344,1.0006994793895967,1.0010336775429634,0.9993933089596442,1.0007278090351188,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-12,69612425.44798249,121772450.2035288,1.0006994793895967,53226.91726033713,1.0006946350490085,1.0036451834689064,1.0000769799329596,1.0006994793895967,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-11,46709325.264715455,130064418.56168751,1.0006946350490085,44389.5440998019,1.000691380079223,1.0010722958877736,0.999719379347238,1.0006946350490085,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-10,88546110.33632867,127922444.30084072,1.000691380079223,86010.1171298444,1.0007229513842353,1.0007241628525927,1.0005799339011179,1.000691380079223,0x6b175474e89094c44da98b954eedeac495271d0f
2021-07-09,103519131.9892892,127933052.62749244,1.0007229513842353,89958.6983543749,1.0007201772140335,1.00110847429806,0.9996023591378448,1.0007229513842353,0x6b175474e89094c44da98b954eedeac495271d0f
