date,volumeUSD,totalValueLockedUSD,priceUSD,feesUSD,open,high,low,close,token_id
2021-11-01,117694549.0361607,356724436.3155974,60912.81405854507,180459.2680438438,61236.79732678119,62408.27156712188,59434.177671318284,60912.81405854507,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-31,93414128.39322647,340583680.39345646,61236.79732678119,152337.21671313883,61982.58184007714,63630.64569830808,60027.62749887151,61236.79732678119,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-30,77229576.71245667,343679233.79834944,61854.8033861697,100981.4747415096,62284.5282380949,62421.45246880408,60738.001534081566,61854.8033861697,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-29,116911021.22501075,358005358.71734136,62381.20330081706,158403.05950376287,60740.6281983498,62873.98775288505,60480.45965383568,62381.20330081706,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-28,231776715.03305355,373048758.6287376,60784.84034605585,399023.4415319137,58423.752852214515,61874.03175879287,57978.228904569165,60784.84034605585,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-27,164072266.65855104,300366604.12385803,58438.431576931565,234065.72582857904,60402.239895868144,61565.39006405865,58226.90296284667,58438.431576931565,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-26,149640546.6699303,317614687.43938696,60402.239895868144,191101.75465717964,63084.48035954965,63362.8884745044,59853.208315082,60402.239895868144,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-25,137160672.24007443,319706604.0572077,63084.48035954965,204379.7893948576,60948.13344194653,63915.49080764688,60926.61041545695,63084.48035954965,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-24,88896109.79076554,283048136.8388,61005.79711313756,111045.01151277075,61401.21207036485,61538.38293162716,59557.92290296054,61005.79711313756,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-23,106117526.80068064,290138639.0698585,61414.9919933572,180427.6848148211,60800.41658396034,61754.938510724234,60027.44123095969,61414.9919933572,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-22,156770265.335039,266417369.81465623,60800.41658396034,302727.6944163192,62380.64204347029,63438.632407787685,59959.49813791226,60800.41658396034,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-21,247601388.99559212,260521564.84388235,62380.64204347029,390284.72446558427,66231.81713601101,66683.59607278592,62260.654212469,62380.64204347029,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-20,160208947.12090147,232722779.88819543,66231.81713601101,213960.2419367246,64381.03406264988,67080.58659909494,63761.19572664392,66231.81713601101,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-19,155533977.80268165,182369945.5220877,64381.03406264988,241173.8830805074,61898.460841428234,64418.45782138398,61808.03619248883,64381.03406264988,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-18,135423816.1209032,167625020.44285852,61898.460841428234,200240.8702795215,61616.00547363178,62527.36448761895,60206.152642256726,61898.460841428234,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-17,138311912.6135524,182985694.75033823,61616.00547363178,195510.07848363693,61032.000370002825,61616.00547363178,59162.00684267105,61616.00547363178,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-16,119608609.72005844,181811019.97342208,61032.000370002825,173903.87761648378,61362.15446389803,62319.68589270553,60265.76402767167,61032.000370002825,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-15,332276680.76696336,179975936.79181895,61362.15446389803,540581.4671076745,57572.05832546961,62491.43633031064,56878.93680905044,61362.15446389803,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-14,165566788.6553442,202698000.69545192,57593.17350656688,247839.38413989104,57799.089831035875,58975.03059357209,56898.709837705646,57593.17350656688,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-13,209219597.46548864,168760897.87929317,57551.77405295976,314496.6896243492,56269.85791648274,57604.23269955093,54606.37676012696,57551.77405295976,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-12,172585371.31760612,165072727.73757523,56297.09830825499,262757.91742430016,57458.71746903634,57762.40869001193,54551.553993615526,56297.09830825499,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-11,172351878.65590557,160177089.49154437,57443.65099375587,268369.4014342208,54530.99957734561,57695.54447193599,54365.01336166924,57443.65099375587,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-10,139206370.57029423,171813667.05774808,54530.99957734561,203108.80736351863,54897.056586388,56188.33421456158,54032.46326108859,54530.99957734561,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-09,52294090.198263705,189752544.13430208,54908.5755567204,78031.59387235189,53841.528526498165,55223.60361195285,53795.18057105069,54908.5755567204,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-08,92747203.93051326,188909725.52346763,53841.528526498165,164301.06832347097,53818.75533385476,56052.486966678465,53663.27376502537,53841.528526498165,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-07,130581539.10428391,193034811.43287137,53820.13033150936,222366.67364304184,55229.70919872061,55229.70919872061,53497.21214180448,53820.13033150936,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-06,183120931.67326793,177765963.0458423,55179.03984592164,316703.8527807586,51515.426327554174,55315.486291393,50309.16762795997,55179.03984592164,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-05,83327074.37911382,206511811.63812616,51515.426327554174,126768.55158100392,48965.99751113844,51768.27389541521,48965.99751113844,51515.426327554174,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-04,93718586.94575027,207961135.94215575,49092.651020535115,166137.17351899517,48245.84584687578,49494.09541809739,46880.02796209513,49092.651020535115,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-03,101088863.35787508,227532828.94832897,48245.84584687578,110645.43586767538,47635.173371852616,49066.586260837394,47243.53227800146,48245.84584687578,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-02,93436744.54671389,225854059.54121312,47635.173371852616,146197.45743612343,48145.27674217597,48262.17908893869,47412.3912451511,47635.173371852616,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-10-01,146643333.0348093,206821550.70917007,48091.035037252565,215900.4162650993,43811.87119935936,48537.69959121525,43331.40118903761,48091.035037252565,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-30,92609880.6275175,195935030.857062,43667.933764220805,143713.8003352056,41547.28046593321,44146.31908493711,41547.28046593321,43667.933764220805,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-29,58433042.90745672,187794474.07784748,41461.261125177974,86824.24607826122,40937.84202828965,42619.318056736825,40927.24429378474,41461.261125177974,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-28,91607163.6146571,184972842.25681835,40935.87759755862,115724.18169221838,42094.80891048604,42753.83007899613,40935.710248171345,40935.87759755862,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-27,65743668.59226072,198071753.3963763,42282.436583061135,109886.3051448524,43258.09360210613,44261.25163981213,42282.436583061135,42282.436583061135,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-26,125249600.03643242,211242479.54724377,43258.09360210613,190456.79817393824,42764.737898201885,43851.64468288088,40955.64474752056,43258.09360210613,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-25,90254063.5434728,192145215.99176317,42851.130672520216,150814.790839326,42593.904059860746,42988.01199616826,41622.8650930401,42851.130672520216,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-24,129589114.516127,189699931.48181993,42595.27505157937,253293.76832343743,44844.568653128365,45076.90622212179,40773.53238369156,42595.27505157937,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-23,85607431.78566651,204589240.983056,44841.60646339327,122954.63892964469,43872.70214525335,44841.60646339327,43254.51420261095,44841.60646339327,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-22,99708960.13912515,197818377.09749168,43668.29170423585,171660.3400296028,40746.100098054,43913.9203061314,40565.76289033898,43668.29170423585,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-21,171062220.17521784,172881718.80170497,40693.59193531112,335770.83367163676,42855.64722386629,43620.07812724649,39379.39175921505,40693.59193531112,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-20,155405143.06240088,186803256.157238,42941.29862590001,288273.9777091834,47299.734861913144,47389.449722886166,42040.92618958016,42941.29862590001,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-19,67625811.05579929,202307455.42539692,47265.69351336726,86573.23919967169,48350.1709383305,48350.1709383305,46825.87410582167,47265.69351336726,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-18,58163315.05423136,209585658.77465847,48335.33570506256,80913.83710849065,47228.97106111375,48813.4639636129,47031.22741011965,48335.33570506256,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-17,62809696.55107756,207535587.95147344,47228.95577511737,108166.00659063208,47839.43989342218,48127.47039348406,46730.995456287346,47228.95577511737,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-16,77592022.61797513,226051014.57036507,47839.43989342218,122284.9909497946,48235.54290770484,48687.03434124487,46985.06366462862,47839.43989342218,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-15,99548042.66197152,223907499.34030265,48218.73806499836,152170.8710495056,47201.919319848144,48531.21491145776,46706.1047347644,48218.73806499836,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-14,80347689.54800193,208886246.3104758,47201.919319848144,114449.39193685132,45051.36562763758,47360.88474281544,44844.38456733209,47201.919319848144,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-13,111300603.3275116,203926673.83396888,45095.10096678442,195415.2930562868,46119.757525606154,46497.1601405166,43516.889782895225,45095.10096678442,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-12,89374617.99162163,217375667.3797827,46119.757525606154,123310.67546486034,45055.082395851285,46501.884616614814,44732.99924760301,46119.757525606154,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-11,87400874.4105644,206462771.05959204,45007.42458008481,120671.63348829008,44805.28896917541,45865.619659071155,44805.28896917541,45007.42458008481,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-10,126011467.45892043,198539937.69667497,44805.28896917541,241880.00548692237,46357.204475383995,47064.48591249508,44221.68108418021,44805.28896917541,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-09,103032612.80547804,233638344.67020363,46357.204475383995,161700.86168245267,46057.11341276383,47278.581165749274,45392.55393507771,46357.204475383995,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-08,198694531.91478848,246487028.5657217,45975.85050634408,366875.3713065149,46920.351487432206,47438.02633068208,44505.00452206612,45975.85050634408,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-07,286189389.0390219,230702996.8463712,46800.64528828368,536321.2793815662,52640.09060544853,52824.564060452045,45307.524720228495,46800.64528828368,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-06,98532059.57618819,260109971.76097685,52648.30844361176,138981.07329487446,51835.10198035761,52648.30844361176,51138.794928449235,52648.30844361176,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-05,74670353.98420079,270476879.35726887,51835.10198035761,123022.51458212492,50073.73023262039,51835.10198035761,49322.887793358714,51835.10198035761,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-04,90589649.97836554,285069891.39006954,50073.73023262039,131992.3461597398,50113.6382001657,50394.58208584347,49459.58201579972,50073.73023262039,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-03,78603869.5180857,290218231.72371364,50077.52441622336,164497.37493821897,49494.586198844416,51202.34853119683,48449.47733042931,50077.52441622336,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-02,192377256.313378,278406500.14517045,49493.28207692993,237987.6428281596,49193.16264353472,50500.004716145326,48595.47648477738,49493.28207692993,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-09-01,125901737.96293454,316645499.12564594,49202.086561826334,226008.77355848116,47311.64718227176,49250.94680853533,46694.02423284294,49202.086561826334,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-31,104626174.03296082,281251368.66699165,47338.23995809715,188060.22099203,46894.60503312247,48319.31043546351,46627.259106663645,47338.23995809715,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-30,82920482.112248,247919138.7937829,46894.60503312247,149461.14246795516,48992.681480200445,48992.681480200445,46894.60503312247,46894.60503312247,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-29,67779349.31157683,223103534.24127945,49003.76613977188,78040.60090315076,48808.5717069248,49497.182041877655,47924.194042522846,49003.76613977188,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-28,26014311.341350656,227382439.68433928,48784.898036498045,37845.726125207984,49035.39195939364,49100.44610667089,48615.668399667215,48784.898036498045,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-27,57331176.55629485,232492721.64001012,48954.3193261886,103297.05343929588,46783.2735895322,48987.78231662655,46394.231219591995,48954.3193261886,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-26,50902024.30504989,212418137.27625316,46966.62814173399,87565.76683660795,49023.98781525327,49341.33109601873,46487.45058277346,46966.62814173399,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-25,66651414.013023354,212573588.7476114,49023.98781525327,91805.68376129463,47874.71397670481,49164.215736222686,46934.57226970309,49023.98781525327,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-24,74961118.95926614,216599348.84684375,47874.71397670481,100703.7963217082,49473.58003371713,49812.28594211613,47714.477702230855,47874.71397670481,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-23,116425759.88644224,222777503.706939,49473.58003371713,155696.3100762663,49456.04080662078,50644.740758871696,49019.238202057386,49473.58003371713,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-22,61782940.57814138,196280270.1039585,49456.04080662078,103841.57248164903,49122.12853381627,49564.613038922515,48192.033605737975,49456.04080662078,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-21,51904365.55783408,198364192.59472147,49122.12853381627,97670.49493414367,49387.33148379185,49592.05590931178,48492.66359342166,49122.12853381627,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-20,95083569.444897,196975227.1940505,49383.59206482987,167497.29455702764,46866.15757373331,49403.36963699424,46776.947728036765,49383.59206482987,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-19,56614966.853405446,197070353.6167397,46793.65096476102,115055.68641705252,44701.31764185111,46819.66954847913,44036.18634820569,46793.65096476102,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-18,69809889.50380921,184836480.8931936,44701.31764185111,133158.65497372724,44587.96061783445,46030.23476082792,44239.96552534799,44701.31764185111,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-17,68939102.40716715,181694837.09461725,44587.96061783445,131590.69315687663,45950.6144705122,47159.68092489613,44445.77313237264,44587.96061783445,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-16,68476335.63570386,191356522.66200435,45950.6144705122,129673.78388141032,47222.10420152233,47728.46482140213,45656.76157596372,45950.6144705122,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-15,64504114.78229345,207263170.4148824,47225.49361006138,131572.7387488947,47043.2135988831,47329.745310489125,45400.06980622648,47225.49361006138,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-14,38357767.44816276,199706175.31286803,47043.21246207988,64643.537681769536,47804.95112264965,47948.22991451229,46338.45554703218,47043.21246207988,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-13,77493802.50180589,204315585.10389295,47804.95112264965,150637.9499769181,44586.33499331862,47804.95112264965,44459.7366639893,47804.95112264965,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-12,65402111.8072882,187682988.26969543,44586.33499331862,125780.49601364706,45749.93786910247,46273.41169932013,43650.33200585317,44586.33499331862,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-11,64469797.31366187,192765374.75713575,45797.85164312075,129150.39047509951,45385.49424284112,46614.222935001366,45329.42398245744,45797.85164312075,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-10,66985373.63504986,190490344.94188043,45385.49424284112,128447.90822584443,46490.30214476716,46740.266441864944,44611.506448354296,45385.49424284112,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-09,83705638.41987838,183857642.42027888,46549.95983303747,168655.05158593293,43966.689875946,47196.99577724224,42757.60923806525,46549.95983303747,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-08,71459264.97629781,178505197.7272862,43868.61932500744,154304.78160146176,44633.127648680274,45292.435234419376,43342.00656249273,43868.61932500744,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-07,107155247.42824572,188045919.5197176,44728.10999059549,210821.35444991928,42726.043674650566,44729.16086949208,42460.59989962775,44728.10999059549,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-06,94090935.83015126,166731435.1546368,42726.043674650566,196359.3935770284,40936.16123853156,43197.765362063205,40062.87756689356,42726.043674650566,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-05,134919145.7354097,168289593.70793468,40936.16123853156,316264.55625100085,39700.95018452298,41349.615390493025,37592.525514208246,40936.16123853156,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-04,129325137.97442532,176080488.78856853,39700.95018452298,255850.98888263892,38208.08152838992,40135.993296017936,37448.3444856214,39700.95018452298,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-03,82506267.73891072,152598159.91532508,38208.08152838992,177913.5192331954,39178.85002895209,39538.18391015505,37814.90822773532,38208.08152838992,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-02,82860004.2082605,166166607.16315454,39178.85002895209,170252.74596292395,39943.28873652732,40454.96885401224,38844.812485809045,39178.85002895209,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-08-01,81705382.45923162,153421543.88556096,39954.78637304395,174471.11218981905,41771.77198623584,42641.90861224287,39673.76488467536,39954.78637304395,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-31,85096656.25353846,134219353.06146184,41771.77198623584,126468.41834213158,42065.58009085929,42172.5435454384,41216.12089636733,41771.77198623584,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-30,113300503.43566649,111842010.07884175,42065.58009085929,174810.192827102,40041.83679413676,42065.58009085929,38353.34479066644,42065.58009085929,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-29,56247080.41160685,116741943.5597924,40028.31075990864,103707.49490940323,39886.20617987925,40373.340061192794,39477.230756431265,40028.31075990864,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-28,160401602.32622808,101559507.78093123,39886.20617987925,246992.6771713068,39029.08867907411,40844.792453169524,38862.85852749864,39886.20617987925,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-27,117829252.12625425,106228165.16279012,39092.199573349215,210024.2874331548,37223.336403319765,39126.34880647601,36538.8704661236,39092.199573349215,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-26,178145858.46856079,112231651.5387659,37223.336403319765,367067.10666118126,35230.02987218621,40422.47367800884,35140.18425525962,37223.336403319765,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-25,38441093.2653978,119687481.89478023,35226.29543505786,78020.83702844617,34277.89156006957,35226.29543505786,33883.86673767524,35226.29543505786,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-24,54577543.69244287,127520824.57307136,34277.89156006957,119076.8779830206,33530.318146670805,35347.5848298396,33500.58954665702,34277.89156006957,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-23,42497035.97766368,123503238.79768533,33530.318146670805,92286.31542415865,32347.954408354155,33549.904362473986,31970.41880567631,33530.318146670805,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-22,56152933.61545688,119080047.90218858,32347.954408354155,117460.15800334665,32244.641668659293,32628.343434360268,31644.33216739939,32347.954408354155,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-21,89432915.70212449,114227800.2001692,32248.662282534133,173464.22693083945,29736.145788845257,32682.60308924797,29457.073495593468,32248.662282534133,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-20,68975459.28054866,99721189.01040104,29736.145788845257,119529.93637782092,30838.572589791664,31014.063364882742,29391.934745987048,29736.145788845257,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-19,58992434.05750171,94498355.95828392,30838.572589791664,108098.53267230288,31735.17760843555,31941.225945007744,30449.099649042422,30838.572589791664,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-18,53890317.923151605,117389716.6195284,31769.418454858605,101259.16826295736,31532.413923627715,32358.152736959655,31180.573896534726,31769.418454858605,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-17,48001092.13831592,120891605.79425009,31532.413923627715,82394.80945050718,31470.013307668836,31957.021604399983,31091.107054786633,31532.413923627715,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-16,54305712.16846975,100743878.48099545,31470.17947310495,120693.81682410468,31730.909506730863,32242.72007201785,31156.85801165568,31470.17947310495,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-15,74143199.7146316,102802102.8438548,31723.472773918584,167376.7466364558,32802.86586197662,33206.233202621544,31134.0214438756,31723.472773918584,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-14,67864145.97511598,103251852.0282457,32802.89608217277,149171.25030035595,32559.74019306008,33013.990036739444,31634.412733547186,32802.89608217277,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-13,48365577.41705002,129423790.78469343,32559.74019306008,96910.85842942922,33046.61749450473,33422.05322269489,32168.292862017497,32559.74019306008,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-12,66682909.823083274,138115070.6563973,33084.461924203635,144989.5023134008,34229.45138709904,34467.054140398526,32798.5025150128,33084.461924203635,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-11,41425067.71273904,124536060.82445613,34229.45138709904,95002.2829307676,33622.17887190331,34543.76222660988,33354.22546578182,34229.45138709904,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-10,54990103.22758983,136716083.06931788,33622.85373694541,117639.69162567973,33856.1848146844,34902.123650865185,33245.402505309314,33622.85373694541,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-09,77656560.700947,105013583.39739177,33870.95886318157,158170.51561972217,32820.57021466997,33978.88275413515,32241.219978755966,33870.95886318157,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-08,85655483.31453441,111201865.6688858,32820.57021466997,168537.00508054136,34014.12664802071,34014.12664802071,32161.321047473903,32820.57021466997,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-07,51902626.151551396,131240522.60047697,34014.12664802071,110569.4426741913,34168.631311454796,34986.76996353569,33946.869202867274,34014.12664802071,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-06,78940724.36965775,157976616.61839995,34168.631311454796,160433.35215277466,33696.77517955886,34953.272460723405,33562.86274696483,34168.631311454796,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-05,70271748.78762276,148060164.99991247,33701.3500758693,146758.53981228772,35326.14680966952,35326.14680966952,33144.78808039205,33701.3500758693,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-04,52454336.04402373,152804612.8526526,35405.93017936861,104521.4862170326,34742.56063608782,35897.21914264578,34375.20248860186,35405.93017936861,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-03,71008814.24915956,146153103.27532107,34742.56063608782,149331.45076470988,33949.72092643214,34771.561708946814,33302.27377544842,34742.56063608782,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-02,76708836.64891723,148112077.7070827,33949.72092643214,159639.27599461583,33460.160637908535,33978.73954069688,32666.618949148433,33949.72092643214,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-07-01,86488993.49522963,140257869.7073756,33457.28248923983,174677.75901953192,35159.821412934696,35159.821412934696,32957.763880105915,33457.28248923983,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-30,119495506.08024149,148913494.52664477,35159.821412934696,237069.70016827353,35812.96942001315,36141.995240657365,34232.58887707973,35159.821412934696,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-29,92096407.58642061,130721851.502297,35812.96942001315,197027.71324419923,34334.90566610471,36502.35201397956,34271.10603513802,35812.96942001315,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-28,116155044.76520552,131489961.28624508,34334.90566610471,239123.03201837995,34632.01224779336,35334.08826386628,33956.05790772505,34334.90566610471,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-27,182032111.28950512,107269852.01666406,34626.38454614892,450150.3446462968,32252.335156271947,34678.02238934444,32092.52375257198,34626.38454614892,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-26,125942200.24916165,97219890.69012746,32252.335156271947,282098.48867931106,31612.41628381605,32399.5150290338,30262.2664641022,32252.335156271947,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-25,147755236.4106619,83208177.64518839,31650.70272083025,328791.93921576935,34674.75936386406,35348.74513805674,31268.79131871606,31650.70272083025,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-24,109677145.58080211,74159386.47586825,34674.75936386406,267740.1090778243,33640.81164196389,35052.51005761787,32419.17879117447,34674.75936386406,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-23,114106835.1843848,76138368.35623729,33640.81164196389,258428.38349573527,32488.181520689966,34598.309177627096,31782.53328990211,33640.81164196389,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-22,179497076.01216683,71704492.26047826,32476.18883515208,453370.960473889,31458.051034280797,33717.14574018379,28454.446839013304,32476.18883515208,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-21,188006104.41242787,79022446.51300374,31485.180157137005,472341.4840945569,35577.71872303324,35661.45568648078,31335.14545620373,31485.180157137005,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-20,72070521.7333507,91624864.44149543,35513.78391764918,169288.03744427973,35468.583741681825,36047.12572346682,33439.43339597726,35513.78391764918,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-19,58561697.76569766,89358252.14855301,35466.236201854495,140760.74137869992,35873.11914055773,36341.447242944094,35087.86448389349,35466.236201854495,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-18,66921245.77354189,90866796.38875747,35873.11914055773,170744.46621232043,38129.70629636437,38129.70629636437,35364.4555123356,35873.11914055773,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
2021-06-17,69787179.50930668,82074799.08088759,38129.70629636437,186400.14258113853,38213.841791412815,39328.52132025484,37533.57702925018,38129.70629636437,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
