id,date,volumeETH,volumeUSD,volumeUSDUntracked,feesUSD,txCount,totalValueLockedUSD
19127,1652572800,542696.6644695152308921944114798109,1124105337.169993904313448626550622,0,1495420.93625992815462100115667905,15019628,3516335211.051863113655829055281765
19126,1652486400,715235.6313332632220763484332869619,1439412008.157690373777309476008557,0,1869340.16723907581145748208171797,14969321,3494693958.674706454217277113592127
19125,1652400000,1197437.305555100911817055453242023,2474114279.086081902226888975192101,0,3226052.598622255937708024827208281,14903776,3424114065.74948479940895991898405
19124,1652313600,2734278.674199555252120957435557537,5226216164.50399592171598367938556,0,6822402.513581887488410322957416977,14851865,3017917343.418927603429906692012286
19123,1652227200,2225988.495737475474465594878730006,4991145758.797820406151349066939606,0,7105511.555658416758643786283740235,14789833,3313684278.761585591902899065487564
19122,1652140800,1304007.658072275608361208704323978,3063953076.74900400533260657005943,0,4061244.214610615578792546482455211,14724993,3806031748.035714577467184728813358
19121,1652054400,1493065.802950743632613432297124685,3527861951.688929686470529993052735,0,4181046.260563882448963986308928695,14667708,3707646253.366830939214660480477656
19120,1651968000,793496.7652856788726617553068654466,2022481489.767857318672833406463151,0,2064589.876907120526784973791618809,14611049,4171842895.103761438046160178658777
19119,1651881600,416612.3195402106221437524681455573,1109169503.014498072963334802952917,0,1311995.69945047153490573566664058,14570569,4315142065.968022187454110518341461
19118,1651795200,798481.3866212810109000081343427837,2151189135.777035028234558158195159,0,2540115.289548269551817282021259137,14539434,4354443398.686366274622913726535098
19117,1651708800,683700.348674468330352676316473432,1923441984.756793008351101725655865,0,2228797.980270831492284575806218871,14505537,4277896176.595955568994949000602197
19116,1651622400,594341.5570241088636499365536931958,1704236702.101683493889763803486967,0,2054609.700987749841405416665156752,14471488,4508414302.508215602496282371352255
19115,1651536000,494903.23451781427718383356187221,1395810657.272988332777594597869081,0,1425402.070338346158833599660578964,14436638,4295644956.507544515078023117256354
19114,1651449600,532269.7968830263951656847699673368,1505548050.577374927125445694949473,0,1929694.651133386304842130483328559,14410826,4320740167.353722269528322266661488
19113,1651363200,592595.8518937650788789095263627172,1647578605.420945337318115265180099,0,2515349.525864443289419137708185745,14381274,4277989337.449366116746725179078734
19112,1651276800,699821.5241045260911719665284344944,1962722715.653145929029867367573325,0,3367218.47666530275071280528168235,14342502,4167591386.192240131498917444988483
19111,1651190400,616682.0442857588431668476944060404,1770104193.060830057288263479630533,0,3193924.813208138979876374390579781,14282013,4307055640.533972094260833444537279
19110,1651104000,592870.0937628625471939172447644181,1730875493.374825768954240940587361,0,2797867.269196786530438638667202561,14227311,4440886478.224633847959233533587535
19109,1651017600,418285.6588150079574751378043394541,1198382375.397784530453209970243079,0,1614761.444561757549016757571631676,14184194,4391193840.452542267501402628505022
19108,1650931200,497378.0644446108857569371759031047,1451613936.837369851270559835112574,0,1997346.518664707746104698058385082,14150540,4297506576.438843333206909638761236
19107,1650844800,520079.0799894402674323147875129486,1505466620.920938756321121609397563,0,2222725.998329020034434210859841816,14113607,4490670847.442103632304754161351266
19106,1650758400,231370.4292883985155236661662593979,680719401.6693362115782992400938113,0,993904.8327325555643097214137374705,14073480,4380151825.733191281155655486645513
19105,1650672000,218238.1130498036176550185429298296,645105976.4545155642251771953674011,0,1161244.742337983446211210179070246,14045654,4376940887.262524854069286275632861
19104,1650585600,377581.0596433413832239383438661776,1126024483.882892942415296515995045,0,1590201.790520919767949797272417618,14013931,4408953295.354936911408157361693174
19103,1650499200,483529.0651122696560042620829439339,1490619322.13231219476419238374554,0,2151270.446628299575830995470903942,13983166,4432244582.068371200972926396847409
19102,1650412800,494315.3498891932561442119670402291,1529095067.844082314900469109658847,0,2417092.429939253640880319156899068,13947526,4532439283.840784932514549005922368
19101,1650326400,374395.8378051741833996383644899336,1151970865.872595263557301644318236,0,1584036.741099797038449008258161371,13910842,4538093633.402818616976602200117834
19100,1650240000,458705.873066546086956785009911284,1357707897.726351338432045385178167,0,1795376.986115743394656584318126385,13878313,4485319935.33252881280722003614895
19099,1650153600,353836.8398165410995444807081931806,1079504914.303479185119724061180925,0,1492158.196359767515010620935957349,13842576,4403309801.992614966580921222932496
19098,1650067200,158814.822623343315678257106757659,482335214.0755573691635930171470452,0,793592.8065888997533673356390044085,13810538,4463141860.753113656325348901613729
19097,1649980800,312261.1920965569758110043749097589,945181032.5042090554976230430194524,0,1191995.788796656014293843571616248,13785141,4446066828.607418048453055402294446
19096,1649894400,432485.3952208340979665096742542513,1325209354.670026805930903347758892,0,1746539.219681703478526353534608046,13756997,4469647655.003604606503526457159641
19095,1649808000,501647.120410680051609444894746147,1536436552.929305183633070153590733,0,2022670.83428184628789699405168735,13722691,4604648387.142776983338636564733594
19094,1649721600,649244.3967233873938665669175310704,1960576468.337922819280529905411673,0,2136347.183526798693664725965748665,13688585,4481528733.951557746738174117101986
19093,1649635200,854168.0868420241481900967598088356,2617216633.605908947123827698523943,0,3003011.651042718354826723343648914,13654032,4375163268.485549026352959196669253
19092,1649548800,263690.1401838611526558730298316584,859090547.6304797239170154152758043,0,1245241.952253866404754595023650834,13610364,4638325994.000774503422900784198421
19091,1649462400,289411.5706541438395990729231396818,931326920.8200451646933205662293673,0,1200531.392279868511117811675543275,13581554,4685306216.750766763417926857845158
19090,1649376000,566274.6923678528936087295901679944,1842052826.100242746277090926534743,0,2258368.385757537638116134877103737,13553265,4563037427.592199200652118130753014
19089,1649289600,477111.5254185802478891647435226147,1531544310.989815805052921246854335,0,2037701.498948126292669203321199516,13519521,4706448127.586166091016477745240594
