tick,liquidity,price,pool_id,amount0,amount1,total-amount0,total-amount1
-661560,0,1.8631624321985896e-39,WBTC/WETH-0.3,1.0491600752265423e+18,1.9606284155660046e-21,0.0,6.54548055459355e-19
-661500,0,1.8743744486152045e-39,WBTC/WETH-0.3,1.0460174683956513e+18,1.9665188375118033e-21,0.0,6.565145742968668e-19
-661440,0,1.885653935967232e-39,WBTC/WETH-0.3,1.0428842747877669e+18,1.972426956370822e-21,0.0,6.584870012532376e-19
-661380,0,1.8970013002768326e-39,WBTC/WETH-0.3,1.039760466206817e+18,1.9783528253106116e-21,0.0,6.604653540785481e-19
-661320,0,1.9084169500095e-39,WBTC/WETH-0.3,1.0366460145413572e+18,1.9842964976587788e-21,0.0,6.624496505762068e-19
-661260,0,1.9199012960887644e-39,WBTC/WETH-0.3,1.0335408917642482e+18,1.9902580269033428e-21,0.0,6.644399086031102e-19
-661200,0,1.931454751910985e-39,WBTC/WETH-0.3,1.030445069931908e+18,1.996237466692262e-21,0.0,6.664361460698025e-19
-661140,0,1.9430777333602303e-39,WBTC/WETH-0.3,1.0273585211849249e+18,2.0022348708355756e-21,0.0,6.684383809406381e-19
-661080,0,1.954770658823248e-39,WBTC/WETH-0.3,1.0242812177469976e+18,2.008250293304335e-21,0.0,6.704466312339425e-19
-661020,0,1.9665339492045276e-39,WBTC/WETH-0.3,1.0212131319251759e+18,2.0142837882320314e-21,0.0,6.724609150221744e-19
-660960,0,1.9783680279414488e-39,WBTC/WETH-0.3,1.0181542361094213e+18,2.0203354099147176e-21,0.0,6.744812504320892e-19
-660900,0,1.9902733210195248e-39,WBTC/WETH-0.3,1.0151045027724132e+18,2.0264052128116023e-21,0.0,6.765076556449008e-19
-660840,0,2.0022502569877377e-39,WBTC/WETH-0.3,1.0120639044692348e+18,2.0324932515454095e-21,0.0,6.785401488964462e-19
-660780,0,2.014299266973961e-39,WBTC/WETH-0.3,1.0090324138373576e+18,2.0385995809033317e-21,0.0,6.805787484773495e-19
-660720,0,2.0264207847004842e-39,WBTC/WETH-0.3,1.0060100035957938e+18,2.0447242558363153e-21,0.0,6.82623472733186e-19
-660660,0,2.0386152464996203e-39,WBTC/WETH-0.3,1.0029966465459055e+18,2.0508673314616825e-21,0.0,6.846743400646476e-19
-660600,0,2.050883091329415e-39,WBTC/WETH-0.3,9.999923155699137e+17,2.0570288630611056e-21,0.0,6.867313689277087e-19
-660540,0,2.0632247607894465e-39,WBTC/WETH-0.3,9.969969836315282e+17,2.0632089060828734e-21,0.0,6.887945778337916e-19
-660480,0,2.075640699136722e-39,WBTC/WETH-0.3,9.940106237756274e+17,2.0694075161422467e-21,0.0,6.908639853499339e-19
-660420,0,2.0881313533016695e-39,WBTC/WETH-0.3,9.910332091274862e+17,2.075624749020864e-21,0.0,6.929396100989547e-19
-660360,0,2.100697172904225e-39,WBTC/WETH-0.3,9.880647128930446e+17,2.0818606606682915e-21,0.0,6.950214707596231e-19
-660300,0,2.113338610270019e-39,WBTC/WETH-0.3,9.851051083585341e+17,2.0881153072022615e-21,0.0,6.971095860668253e-19
-660240,0,2.126056120446656e-39,WBTC/WETH-0.3,9.821543688901112e+17,2.09438874490891e-21,0.0,6.992039748117342e-19
-660180,0,2.138850161220097e-39,WBTC/WETH-0.3,9.792124679337764e+17,2.100681030243614e-21,0.0,7.013046558419777e-19
-660120,0,2.151721193131137e-39,WBTC/WETH-0.3,9.762793790150598e+17,2.1069922198313464e-21,0.0,7.034116480618091e-19
-660060,0,2.164669679491983e-39,WBTC/WETH-0.3,9.733550757387707e+17,2.113322370467155e-21,0.0,7.055249704322762e-19
-660000,0,2.1776960864029322e-39,WBTC/WETH-0.3,9.704395317887997e+17,2.1196715391167586e-21,0.0,7.07644641971393e-19
-659940,0,2.1908008827691488e-39,WBTC/WETH-0.3,9.675327209278093e+17,2.1260397829169037e-21,0.0,7.097706817543099e-19
-659880,0,2.2039845403175443e-39,WBTC/WETH-0.3,9.646346169972534e+17,2.132427159176439e-21,0.0,7.119031089134863e-19
-659820,0,2.2172475336137572e-39,WBTC/WETH-0.3,9.617451939165289e+17,2.1388337253754804e-21,0.0,7.140419426388618e-19
-659760,0,2.230590340079236e-39,WBTC/WETH-0.3,9.588644256836411e+17,2.1452595391679147e-21,0.0,7.161872021780297e-19
-659700,0,2.244013440008424e-39,WBTC/WETH-0.3,9.559922863740884e+17,2.1517046583799707e-21,0.0,7.183389068364096e-19
-659640,0,2.2575173165860495e-39,WBTC/WETH-0.3,9.531287501413074e+17,2.1581691410122436e-21,0.0,7.2049707597742185e-19
-659580,0,2.2711024559045184e-39,WBTC/WETH-0.3,9.502737912159392e+17,2.1646530452391006e-21,0.0,7.226617290226609e-19
-659520,0,2.2847693469814106e-39,WBTC/WETH-0.3,9.474273839059497e+17,2.171156429409993e-21,0.0,7.248328854520709e-19
-659460,0,2.2985184817770843e-39,WBTC/WETH-0.3,9.44589502596217e+17,2.1776793520495736e-21,0.0,7.270105648041205e-19
-659400,0,2.3123503552123846e-39,WBTC/WETH-0.3,9.417601217482819e+17,2.1842218718581763e-21,0.0,7.291947866759787e-19
-659340,0,2.3262654651864587e-39,WBTC/WETH-0.3,9.389392159003524e+17,2.1907840477128883e-21,0.0,7.313855707236916e-19
-659280,0,2.340264312594678e-39,WBTC/WETH-0.3,9.361267596667433e+17,2.19736593866731e-21,0.0,7.335829366623589e-19
-659220,0,2.3543474013466694e-39,WBTC/WETH-0.3,9.333227277377303e+17,2.2039676039522752e-21,0.0,7.357869042663111e-19
-659160,0,2.3685152383844546e-39,WBTC/WETH-0.3,9.305270948798022e+17,2.210589102977514e-21,0.0,7.379974933692887e-19
-659100,0,2.3827683337006974e-39,WBTC/WETH-0.3,9.277398359345e+17,2.2172304953299893e-21,0.0,7.402147238646186e-19
-659040,0,2.397107200357061e-39,WBTC/WETH-0.3,9.249609258191745e+17,2.223891840776756e-21,0.0,7.424386157053954e-19
-658980,0,2.411532354502679e-39,WBTC/WETH-0.3,9.221903395259813e+17,2.23057319926365e-21,0.0,7.446691889046591e-19
-658920,0,2.426044315392732e-39,WBTC/WETH-0.3,9.19428052122229e+17,2.2372746309171965e-21,0.0,7.469064635355762e-19
-658860,0,2.4406436054071406e-39,WBTC/WETH-0.3,9.166740387496328e+17,2.2439961960438933e-21,0.0,7.491504597316201e-19
-658800,0,2.4553307500693695e-39,WBTC/WETH-0.3,9.139282746247521e+17,2.250737955132359e-21,0.0,7.514011976867524e-19
-658740,0,2.4701062780653433e-39,WBTC/WETH-0.3,9.111907350380056e+17,2.257499968852021e-21,0.0,7.536586976556045e-19
-658680,0,2.4849707212624785e-39,WBTC/WETH-0.3,9.084613953540065e+17,2.264282298055023e-21,0.0,7.559229799536595e-19
-658620,0,2.499924614728828e-39,WBTC/WETH-0.3,9.057402310112134e+17,2.271085003776463e-21,0.0,7.581940649574359e-19
-658560,0,2.5149684967523418e-39,WBTC/WETH-0.3,9.030272175214884e+17,2.277908147234395e-21,0.0,7.604719731046703e-19
-658500,0,2.530102908860245e-39,WBTC/WETH-0.3,9.003223304701358e+17,2.284751789831021e-21,0.0,7.627567248945013e-19
-658440,0,2.5453283958385282e-39,WBTC/WETH-0.3,8.976255455156498e+17,2.2916159931531676e-21,0.0,7.650483408876545e-19
-658380,0,2.5606455057515597e-39,WBTC/WETH-0.3,8.949368383893238e+17,2.2985008189724053e-21,0.0,7.673468417066269e-19
-658320,0,2.5760547899618147e-39,WBTC/WETH-0.3,8.922561848952361e+17,2.305406329246122e-21,0.0,7.69652248035873e-19
-658260,0,2.5915568031497193e-39,WBTC/WETH-0.3,8.895835609099066e+17,2.312332586117762e-21,0.0,7.719645806219908e-19
-658200,0,2.6071521033336205e-39,WBTC/WETH-0.3,8.869189423820037e+17,2.3192796519171838e-21,0.0,7.742838602739079e-19
-658140,0,2.622841251889871e-39,WBTC/WETH-0.3,8.842623053324625e+17,2.3262475891620905e-21,0.0,7.766101078630701e-19
-658080,0,2.638624813573037e-39,WBTC/WETH-0.3,8.81613625853868e+17,2.3332364605575533e-21,0.0,7.789433443236277e-19
-658020,0,2.654503356536227e-39,WBTC/WETH-0.3,8.789728801104379e+17,2.340246328997085e-21,0.0,7.812835906526248e-19
-657960,0,2.6704774523515464e-39,WBTC/WETH-0.3,8.763400443379071e+17,2.347277257563474e-21,0.0,7.836308679101882e-19
-657900,0,2.6865476760306668e-39,WBTC/WETH-0.3,8.737150948430113e+17,2.3543293095285475e-21,0.0,7.859851972197167e-19
-657840,0,2.7027146060455282e-39,WBTC/WETH-0.3,8.710980080036416e+17,2.3614025483547205e-21,0.0,7.883465997680715e-19
-657780,0,2.7189788243491626e-39,WBTC/WETH-0.3,8.684887602682838e+17,2.3684970376946376e-21,0.0,7.90715096805766e-19
-657720,0,2.735340916396637e-39,WBTC/WETH-0.3,8.658873281560836e+17,2.3756128413924865e-21,0.0,7.930907096471586e-19
-657660,0,2.751801471166136e-39,WBTC/WETH-0.3,8.63293688256421e+17,2.3827500234839977e-21,0.0,7.954734596706425e-19
-657600,0,2.768361081180155e-39,WBTC/WETH-0.3,8.607078172288842e+17,2.389908648197517e-21,0.0,7.978633683188401e-19
-657540,0,2.7850203425268333e-39,WBTC/WETH-0.3,8.581296918029329e+17,2.3970887799542436e-21,0.0,8.002604570987943e-19
-657480,0,2.801779854881411e-39,WBTC/WETH-0.3,8.55559288777825e+17,2.4042904833691862e-21,0.0,8.026647475821635e-19
-657420,0,2.8186402215278133e-39,WBTC/WETH-0.3,8.529965850220726e+17,2.411513823250804e-21,0.0,8.050762614054143e-19
-657360,0,2.8356020493803687e-39,WBTC/WETH-0.3,8.504415574737482e+17,2.4187588646030343e-21,0.0,8.074950202700174e-19
-657300,0,2.8526659490056538e-39,WBTC/WETH-0.3,8.478941831398984e+17,2.4260256726248148e-21,0.0,8.099210459426422e-19
-657240,0,2.869832534644474e-39,WBTC/WETH-0.3,8.453544390963014e+17,2.433314312710562e-21,0.0,8.123543602553528e-19
-657180,0,2.8871024242339715e-39,WBTC/WETH-0.3,8.428223024876806e+17,2.4406248504519598e-21,0.0,8.147949851058047e-19
-657120,0,2.9044762394298703e-39,WBTC/WETH-0.3,8.402977505269588e+17,2.4479573516370045e-21,0.0,8.172429424574418e-19
-657060,0,2.9219546056288536e-39,WBTC/WETH-0.3,8.377807604954712e+17,2.4553118822517948e-21,0.0,8.196982543396936e-19
-657000,0,2.939538151991076e-39,WBTC/WETH-0.3,8.35271309742553e+17,2.4626885084805306e-21,0.0,8.221609428481741e-19
-656940,0,2.957227511462809e-39,WBTC/WETH-0.3,8.327693756854191e+17,2.4700872967063497e-21,0.0,8.2463103014488045e-19
-656880,0,2.975023320799228e-39,WBTC/WETH-0.3,8.302749358087994e+17,2.477508313511446e-21,0.0,8.271085384583919e-19
-656820,0,2.9929262205873333e-39,WBTC/WETH-0.3,8.277879676650557e+17,2.4849516256786192e-21,0.0,8.295934900840706e-19
-656760,0,3.010936855269004e-39,WBTC/WETH-0.3,8.253084488736986e+17,2.492417300191038e-21,0.0,8.320859073842616e-19
-656700,0,3.029055873164202e-39,WBTC/WETH-0.3,8.228363571211839e+17,2.499905404232835e-21,0.0,8.3458581278849445e-19
-656640,0,3.047283926494305e-39,WBTC/WETH-0.3,8.203716701609864e+17,2.5074160051905383e-21,0.0,8.370932287936849e-19
-656580,0,3.065621671405587e-39,WBTC/WETH-0.3,8.179143658130415e+17,2.5149491706525945e-21,0.0,8.396081779643376e-19
-656520,0,3.0840697679928337e-39,WBTC/WETH-0.3,8.154644219639338e+17,2.5225049684111583e-21,0.0,8.421306829327487e-19
-656460,0,3.102628880323108e-39,WBTC/WETH-0.3,8.130218165662248e+17,2.530083466461257e-21,0.0,8.446607663992099e-19
-656400,0,3.121299676459652e-39,WBTC/WETH-0.3,8.105865276387169e+17,2.5376847330028175e-21,0.0,8.471984511322129e-19
-656340,0,3.140082828485932e-39,WBTC/WETH-0.3,8.081585332659781e+17,2.5453088364404285e-21,0.0,8.497437599686533e-19
-656280,0,3.158979012529836e-39,WBTC/WETH-0.3,8.057378115981783e+17,2.552955845384057e-21,0.0,8.522967158140373e-19
-656220,0,3.177988908788013e-39,WBTC/WETH-0.3,8.03324340851038e+17,2.5606258286501197e-21,0.0,8.548573416426875e-19
-656160,0,3.1971132015503486e-39,WBTC/WETH-0.3,8.009180993054719e+17,2.5683188552616034e-21,0.0,8.574256604979491e-19
-656100,0,3.216352579224607e-39,WBTC/WETH-0.3,7.985190653074252e+17,2.57603499444878e-21,0.0,8.600016954923979e-19
-656040,0,3.2357077343612065e-39,WBTC/WETH-0.3,7.961272172677815e+17,2.5837743156501624e-21,0.0,8.625854698080481e-19
-655980,0,3.25517936367815e-39,WBTC/WETH-0.3,7.937425336620118e+17,2.591536888512621e-21,0.0,8.651770066965608e-19
-655920,0,3.2747681680861034e-39,WBTC/WETH-0.3,7.913649930300818e+17,2.5993227828923403e-21,0.0,8.677763294794531e-19
-655860,0,3.2944748527136274e-39,WBTC/WETH-0.3,7.889945739762492e+17,2.607132068855414e-21,0.0,8.703834615483085e-19
-655800,0,3.3143001269325596e-39,WBTC/WETH-0.3,7.866312551689318e+17,2.614964816678679e-21,0.0,8.729984263649872e-19
-655740,0,3.334244704383548e-39,WBTC/WETH-0.3,7.842750153402892e+17,2.6228210968496e-21,0.0,8.756212474618368e-19
-655680,0,3.3543093030017405e-39,WBTC/WETH-0.3,7.81925833286272e+17,2.630700980067694e-21,0.0,8.782519484419045e-19
-655620,0,3.374494645042627e-39,WBTC/WETH-0.3,7.795836878664178e+17,2.6386045372451345e-21,0.0,8.808905529791497e-19
-655560,0,3.394801457108041e-39,WBTC/WETH-0.3,7.772485580033994e+17,2.646531839506505e-21,0.0,8.835370848186562e-19
-655500,0,3.415230470172312e-39,WBTC/WETH-0.3,7.749204226832138e+17,2.6544829581907156e-21,0.0,8.86191567776847e-19
-655440,0,3.435782419608577e-39,WBTC/WETH-0.3,7.725992609546944e+17,2.6624579648506376e-21,0.0,8.888540257416976e-19
-655380,0,3.456458045215256e-39,WBTC/WETH-0.3,7.702850519294513e+17,2.6704569312541815e-21,0.0,8.915244826729516e-19
-655320,0,3.4772580912426786e-39,WBTC/WETH-0.3,7.67977774781702e+17,2.678479929385011e-21,0.0,8.942029626023367e-19
-655260,0,3.4981833064198726e-39,WBTC/WETH-0.3,7.656774087479666e+17,2.6865270314427818e-21,0.0,8.968894896337795e-19
-655200,0,3.5192344439815206e-39,WBTC/WETH-0.3,7.633839331270369e+17,2.694598309844334e-21,0.0,8.995840879436238e-19
-655140,0,3.540412261695071e-39,WBTC/WETH-0.3,7.610973272797051e+17,2.7026938372240518e-21,0.0,9.022867817808479e-19
-655080,0,3.561717521888016e-39,WBTC/WETH-0.3,7.588175706284951e+17,2.710813686434218e-21,0.0,9.049975954672822e-19
-655020,0,3.583150991475329e-39,WBTC/WETH-0.3,7.565446426576963e+17,2.7189579305464464e-21,0.0,9.077165533978285e-19
-654960,0,3.604713441987077e-39,WBTC/WETH-0.3,7.542785229129268e+17,2.7271266428514455e-21,0.0,9.104436800406799e-19
-654900,0,3.62640564959619e-39,WBTC/WETH-0.3,7.520191910011991e+17,2.7353198968605668e-21,0.0,9.131789999375407e-19
-654840,0,3.648228395146399e-39,WBTC/WETH-0.3,7.497666265904852e+17,2.7435377663055653e-21,0.0,9.15922537703846e-19
-654780,0,3.670182464180343e-39,WBTC/WETH-0.3,7.475208094097466e+17,2.751780325140034e-21,0.0,9.186743180289862e-19
-654720,0,3.6922686469678546e-39,WBTC/WETH-0.3,7.452817192486345e+17,2.7600476475396392e-21,0.0,9.214343656765259e-19
-654660,0,3.714487738534394e-39,WBTC/WETH-0.3,7.430493359573528e+17,2.768339807902957e-21,0.0,9.242027054844288e-19
-654600,0,3.7368405386896744e-39,WBTC/WETH-0.3,7.408236394463942e+17,2.776656880851831e-21,0.0,9.269793623652806e-19
-654540,0,3.7593278520564536e-39,WBTC/WETH-0.3,7.386046096865298e+17,2.7849989412326846e-21,0.0,9.297643613065132e-19
-654480,0,3.781950488099494e-39,WBTC/WETH-0.3,7.363922267084183e+17,2.793366064116399e-21,0.0,9.325577273706295e-19
-654420,0,3.804709261154701e-39,WBTC/WETH-0.3,7.34186470602689e+17,2.8017583247999877e-21,0.0,9.353594856954296e-19
-654360,0,3.82760499045844e-39,WBTC/WETH-0.3,7.319873215193955e+17,2.810175798805877e-21,0.0,9.381696614942354e-19
-654300,0,3.8506385001770185e-39,WBTC/WETH-0.3,7.297947596681921e+17,2.8186185618839348e-21,0.0,9.409882800561193e-19
-654240,0,3.8738106194363617e-39,WBTC/WETH-0.3,7.276087653180686e+17,2.827086690011829e-21,0.0,9.438153667461312e-19
-654180,0,3.897122182351853e-39,WBTC/WETH-0.3,7.254293187968733e+17,2.835580259394549e-21,0.0,9.466509470055258e-19
-654120,0,3.92057402805836e-39,WBTC/WETH-0.3,7.232564004916676e+17,2.8440993464671497e-21,0.0,9.494950463519928e-19
-654060,0,3.944167000740443e-39,WBTC/WETH-0.3,7.210899908480637e+17,2.8526440278935604e-21,0.0,9.523476903798864e-19
-654000,0,3.9679019496627376e-39,WBTC/WETH-0.3,7.189300703703027e+17,2.8612143805682508e-21,0.0,9.552089047604546e-19
-653940,0,3.991779729200531e-39,WBTC/WETH-0.3,7.167766196210821e+17,2.8698104816169503e-21,0.0,9.580787152420716e-19
-653880,0,4.0158011988705125e-39,WBTC/WETH-0.3,7.146296192212074e+17,2.8784324083966462e-21,0.0,9.609571476504683e-19
-653820,0,4.039967223361713e-39,WBTC/WETH-0.3,7.124890498496605e+17,2.887080238497253e-21,0.0,9.638442278889657e-19
-653760,0,4.064278672566637e-39,WBTC/WETH-0.3,7.103548922431352e+17,2.8957540497411365e-21,0.0,9.667399819387067e-19
-653700,0,4.088736421612565e-39,WBTC/WETH-0.3,7.08227127196191e+17,2.904453920185141e-21,0.0,9.69644435858892e-19
-653640,0,4.113341350893066e-39,WBTC/WETH-0.3,7.061057355608472e+17,2.9131799281203507e-21,0.0,9.725576157870123e-19
-653580,0,4.138094346099679e-39,WBTC/WETH-0.3,7.039906982464448e+17,2.9219321520729238e-21,0.0,9.754795479390852e-19
-653520,0,4.162996298253803e-39,WBTC/WETH-0.3,7.018819962195346e+17,2.9307106708050474e-21,0.0,9.784102586098904e-19
-653460,0,4.188048103738765e-39,WBTC/WETH-0.3,6.997796105036783e+17,2.939515563315535e-21,0.0,9.813497741732058e-19
-653400,0,4.21325066433209e-39,WBTC/WETH-0.3,6.976835221793358e+17,2.9483469088407784e-21,0.0,9.842981210820466e-19
-653340,0,4.238604887237959e-39,WBTC/WETH-0.3,6.955937123834962e+17,2.9572047868546287e-21,0.0,9.872553258689013e-19
-653280,0,4.264111685119868e-39,WBTC/WETH-0.3,6.935101623098203e+17,2.966089277070427e-21,0.0,9.902214151459717e-19
-653220,0,4.289771976133479e-39,WBTC/WETH-0.3,6.914328532081884e+17,2.9750004594405213e-21,0.0,9.931964156054122e-19
-653160,0,4.315586683959671e-39,WBTC/WETH-0.3,6.893617663846167e+17,2.983938414157347e-21,0.0,9.961803540195697e-19
-653100,0,4.3415567378377874e-39,WBTC/WETH-0.3,6.872968832012799e+17,2.992903221654972e-21,0.0,9.991732572412247e-19
-653040,0,4.3676830725990895e-39,WBTC/WETH-0.3,6.852381850760102e+17,3.0018949626083834e-21,0.0,1.0021751522038328e-18
-652980,0,4.393966628700403e-39,WBTC/WETH-0.3,6.831856534823494e+17,3.010913717935157e-21,0.0,1.005186065921768e-18
-652920,0,4.420408352257974e-39,WBTC/WETH-0.3,6.811392699493778e+17,3.0199595687961713e-21,0.0,1.008206025490564e-18
-652860,0,4.447009195081524e-39,WBTC/WETH-0.3,6.790990160614894e+17,3.029032596596088e-21,0.0,1.01123505808716e-18
-652800,0,4.473770114708512e-39,WBTC/WETH-0.3,6.770648734581708e+17,3.0381328829838257e-21,0.0,1.0142731909701438e-18
-652740,0,4.5006920744386055e-39,WBTC/WETH-0.3,6.750368238339644e+17,3.047260509853874e-21,0.0,1.0173204514799978e-18
-652680,0,4.52777604336835e-39,WBTC/WETH-0.3,6.730148489382982e+17,3.0564155593470076e-21,0.0,1.0203768670393449e-18
-652620,0,4.555022996426059e-39,WBTC/WETH-0.3,6.709989305751057e+17,3.065598113850049e-21,0.0,1.023442465153195e-18
-652560,0,4.5824339144069036e-39,WBTC/WETH-0.3,6.689890506030241e+17,3.0748082559982527e-21,0.0,1.0265172734091933e-18
-652500,0,4.6100097840082216e-39,WBTC/WETH-0.3,6.669851909348332e+17,3.084046068674232e-21,0.0,1.0296013194778675e-18
-652440,0,4.637751597865032e-39,WBTC/WETH-0.3,6.649873335376498e+17,3.0933116350103464e-21,0.0,1.0326946311128778e-18
-652380,0,4.665660354585767e-39,WBTC/WETH-0.3,6.629954604325256e+17,3.1026050383883406e-21,0.0,1.0357972361512661e-18
-652320,0,4.6937370587882216e-39,WBTC/WETH-0.3,6.610095536943547e+17,3.11192636244042e-21,0.0,1.0389091625137065e-18
-652260,0,4.7219827211357096e-39,WBTC/WETH-0.3,6.590295954518072e+17,3.1212756910504414e-21,0.0,1.0420304382047569e-18
-652200,0,4.750398358373452e-39,WBTC/WETH-0.3,6.570555678869816e+17,3.130653108353798e-21,0.0,1.0451610913131105e-18
-652140,0,4.7789849933651703e-39,WBTC/WETH-0.3,6.550874532353879e+17,3.1400586987388443e-21,0.0,1.0483011500118495e-18
-652080,0,4.807743655129909e-39,WBTC/WETH-0.3,6.531252337858033e+17,3.1494925468477376e-21,0.0,1.0514506425586973e-18
-652020,0,4.836675378879074e-39,WBTC/WETH-0.3,6.511688918799525e+17,3.1589547375764323e-21,0.0,1.0546095972962736e-18
-651960,0,4.8657812060537e-39,WBTC/WETH-0.3,6.492184099125143e+17,3.168445356076234e-21,0.0,1.05777804265235e-18
-651900,0,4.895062184361938e-39,WBTC/WETH-0.3,6.472737703309021e+17,3.177964487754275e-21,0.0,1.0609560071401044e-18
-651840,0,4.9245193678167654e-39,WBTC/WETH-0.3,6.453349556351432e+17,3.187512218274469e-21,0.0,1.0641435193583788e-18
-651780,0,4.954153816773932e-39,WBTC/WETH-0.3,6.434019483775412e+17,3.1970886335573916e-21,0.0,1.0673406079919363e-18
-651720,0,4.983966597970125e-39,WBTC/WETH-0.3,6.414747311628225e+17,3.206693819782547e-21,0.0,1.0705473018117189e-18
-651660,0,5.013958784561372e-39,WBTC/WETH-0.3,6.395532866477486e+17,3.2163278633880083e-21,0.0,1.073763629675107e-18
-651600,0,5.0441314561616654e-39,WBTC/WETH-0.3,6.376375975409972e+17,3.2259908510713748e-21,0.0,1.0769896205261784e-18
-651540,0,5.074485698881829e-39,WBTC/WETH-0.3,6.357276466031828e+17,3.235682869791438e-21,0.0,1.08022530339597e-18
-651480,0,5.105022605368616e-39,WBTC/WETH-0.3,6.338234166462647e+17,3.245404006766753e-21,0.0,1.0834707074027365e-18
-651420,0,5.1357432748440306e-39,WBTC/WETH-0.3,6.319248905340826e+17,3.2551543494799327e-21,0.0,1.0867258617522165e-18
-651360,0,5.166648813144908e-39,WBTC/WETH-0.3,6.300320511814387e+17,3.2649339856745434e-21,0.0,1.089990795737891e-18
-651300,0,5.197740332762715e-39,WBTC/WETH-0.3,6.281448815545381e+17,3.274743003358926e-21,0.0,1.0932655387412498e-18
-651240,0,5.229018952883597e-39,WBTC/WETH-0.3,6.262633646705388e+17,3.284581490805474e-21,0.0,1.0965501202320552e-18
-651180,0,5.2604857994286606e-39,WBTC/WETH-0.3,6.24387483597478e+17,3.2944495365518357e-21,0.0,1.0998445697686072e-18
-651120,0,5.29214200509451e-39,WBTC/WETH-0.3,6.225172214541033e+17,3.3043472294016185e-21,0.0,1.103148916998009e-18
-651060,0,5.323988709394016e-39,WBTC/WETH-0.3,6.206525614096614e+17,3.3142746584248752e-21,0.0,1.1064631916564338e-18
-651000,0,5.3560270586973335e-39,WBTC/WETH-0.3,6.187934866839542e+17,3.3242319129600074e-21,0.0,1.1097874235693939e-18
-650940,0,5.38825820627317e-39,WBTC/WETH-0.3,6.169399805469021e+17,3.334219082613052e-21,0.0,1.113121642652007e-18
-650880,0,5.4206833123302974e-39,WBTC/WETH-0.3,6.15092026318689e+17,3.344236257260065e-21,0.0,1.116465878909267e-18
-650820,0,5.453303544059315e-39,WBTC/WETH-0.3,6.13249607369328e+17,3.3542835270464064e-21,0.0,1.1198201624363133e-18
-650760,0,5.4861200756746644e-39,WBTC/WETH-0.3,6.114127071186721e+17,3.364360982388411e-21,0.0,1.1231845234187016e-18
-650700,0,5.519134088456899e-39,WBTC/WETH-0.3,6.09581309036291e+17,3.374468713974341e-21,0.0,1.126558992132676e-18
-650640,0,5.552346770795205e-39,WBTC/WETH-0.3,6.077553966412141e+17,3.3846068127646265e-21,0.0,1.1299435989454405e-18
-650580,0,5.585759318230178e-39,WBTC/WETH-0.3,6.05934953501938e+17,3.394775369993532e-21,0.0,1.1333383743154339e-18
-650520,0,5.619372933496858e-39,WBTC/WETH-0.3,6.041199632360026e+17,3.404974477168445e-21,0.0,1.1367433487926023e-18
-650460,0,5.653188826568027e-39,WBTC/WETH-0.3,6.023104095101658e+17,3.415204226072495e-21,0.0,1.1401585530186748e-18
-650400,0,5.687208214697763e-39,WBTC/WETH-0.3,6.005062760400243e+17,3.425464708764081e-21,0.0,1.143584017727439e-18
-650340,0,5.7214323224652494e-39,WBTC/WETH-0.3,5.987075465900576e+17,3.4357560175787785e-21,0.0,1.1470197737450179e-18
-650280,0,5.755862381818869e-39,WBTC/WETH-0.3,5.969142049732105e+17,3.446078245128621e-21,0.0,1.1504658519901466e-18
-650220,0,5.790499632120538e-39,WBTC/WETH-0.3,5.951262350511023e+17,3.456431484304966e-21,0.0,1.1539222834744514e-18
-650160,0,5.825345320190325e-39,WBTC/WETH-0.3,5.933436207335692e+17,3.4668158282775396e-21,0.0,1.157389099302729e-18
-650100,0,5.860400700351329e-39,WBTC/WETH-0.3,5.91566345978624e+17,3.477231370495867e-21,0.0,1.1608663306732247e-18
-650040,0,5.895667034474835e-39,WBTC/WETH-0.3,5.89794394792453e+17,3.487678204690944e-21,0.0,1.1643540088779156e-18
-649980,0,5.931145592025733e-39,WBTC/WETH-0.3,5.880277512290455e+17,3.498156424874756e-21,0.0,1.1678521653027904e-18
-649920,0,5.966837650108212e-39,WBTC/WETH-0.3,5.862663993901921e+17,3.508666125341954e-21,0.0,1.1713608314281325e-18
-649860,0,6.002744493511737e-39,WBTC/WETH-0.3,5.84510323425278e+17,3.519207400670327e-21,0.0,1.1748800388288028e-18
-649800,0,6.0388674147573e-39,WBTC/WETH-0.3,5.82759507531237e+17,3.529780345722233e-21,0.0,1.178409819174525e-18
-649740,0,6.07520771414393e-39,WBTC/WETH-0.3,5.810139359522678e+17,3.540385055644601e-21,0.0,1.1819502042301695e-18
-649680,0,6.111766699795517e-39,WBTC/WETH-0.3,5.792735929797094e+17,3.551021625869886e-21,0.0,1.1855012258560393e-18
-649620,0,6.148545687707896e-39,WBTC/WETH-0.3,5.775384629521884e+17,3.56169015211869e-21,0.0,1.1890629160081581e-18
-649560,0,6.185546001796205e-39,WBTC/WETH-0.3,5.758085302549465e+17,3.5723907303973776e-21,0.0,1.1926353067385553e-18
-649500,0,6.222768973942561e-39,WBTC/WETH-0.3,5.7408377932018336e+17,3.583123457001894e-21,0.0,1.1962184301955573e-18
-649440,0,6.260215944043989e-39,WBTC/WETH-0.3,5.7236419462673395e+17,3.593888428517527e-21,0.0,1.1998123186240748e-18
-649380,0,6.297888260060661e-39,WBTC/WETH-0.3,5.7064976069971603e+17,3.604685741818424e-21,0.0,1.2034170043658932e-18
