id,date,volumeETH,volumeUSD,volumeUSDUntracked,feesUSD,txCount,tvlUSD
19240,1662336000,484745.2889921960555642808407617654,768445212.7801756484689587935329911,0,865067.0603283051131032626301101828,19567894,12265963473.42692867705375348105545
19239,1662249600,360025.7933281023445304081453358505,561642977.214467486151324985319255,0,595386.639647435053282053601305778,19527211,12081168019.30571383839638991945909
19238,1662163200,373444.2094344634882599298298842489,580936543.9558438049573702146087907,0,685749.5846887461168229164410905796,19491294,12048380675.65290621896707897963932
19237,1662076800,733540.9240970193725016811870157474,1171132794.136101866093054335101976,0,1476692.467848976528925921559358817,19454318,12159606272.54088598546281110957271
19236,1661990400,683101.1426696717405384772733538115,1063476846.557090268630401770792933,0,1231793.444315630008041750740780051,19408376,12218214283.77201327917235749898077
19235,1661904000,908195.2289705089038275877440093387,1433470675.278324794972427603659657,0,1590511.435646383221208471820108847,19365489,11944554319.32928820083815807756885
19234,1661817600,843779.26704246267265930699591388,1306719171.505573065641879163210608,0,1534762.726049854711538312601500526,19320900,11822744620.38171282460027739354331
19233,1661731200,729409.6259472904900291999164272108,1086435944.999565460247763243508829,0,1187956.027929253120189244715426522,19272843,11983196461.17772670828186953368171
19232,1661644800,594025.2007182677618140087649136246,879921932.8595626460226378160943225,0,857584.6764337523019084322301190999,19223366,11127782065.25226845065307298598064
19231,1661558400,625824.8778844169378397076711451638,930749617.0720579772646256556417752,0,1041993.044711445280561375254659038,19179187,11526202859.04331993403880247601187
19230,1661472000,863956.9483297848769429022757926872,1398060252.274664758379662902015497,0,1847662.075956234914812274625232188,19126772,11577182109.49770960713664690820703
19229,1661385600,465958.7465067087885183974463247328,790241439.9856858002079391486077753,0,1087237.447745862379599986855997489,19068399,12702468337.96995964016999124205713
19228,1661299200,600141.6320529782374887670606469727,992070602.6402827149589017549891552,0,1030426.514697490284563245089334177,19021313,12458973322.35631544606823759053103
19227,1661212800,910047.8773602337845777988115453355,1480553310.208219912004567427822208,0,1443467.886627990551017028451387943,18981141,12504255150.52916791634631372965213
