date,liquidity,token0Price,token1Price,tvlUSD,volumeUSD,feesUSD,tick,Pool_ID
2022-08-27,2.679145355675843e+23,246.20157909303373,0.0040617123727793,14842864.761184877,884772.5378217996,2654.317613465399,-55065.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-26,2.8981987843720075e+23,245.9810022080548,0.0040653546047193,16544682.341851564,3078178.585197983,9234.535755593948,-55056.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-25,3.107023717717257e+23,241.62288057127097,0.0041386808965926,18852079.170611743,3842012.1901132753,11526.036570339826,-54877.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-24,3.704813278490499e+23,234.5491834589398,0.0042634981083831,19853700.175246146,1588813.887375335,4766.441662126005,-54580.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-23,3.7001481540171617e+23,233.42988683489136,0.0042839415875967,20000257.414764557,2828082.0629935954,8484.246188980786,-54532.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-22,3.70638854652215e+23,232.04637281121865,0.0043094834359404,19262380.313765854,2797264.347933328,8391.793043799982,-54473.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-21,2.3939495166343e+23,223.92402284381257,0.00446580044115,18327543.59613457,2113977.56184543,6341.93268553629,-54116.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-20,2.3940348123829655e+23,225.04110028238972,0.0044436327352877,18029230.63153534,2723073.191641916,8169.219574925747,-54166.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-19,2.3493113592062323e+23,233.0711285248443,0.0042905357104039,17902706.716529775,6938736.716774179,20816.21015032253,-54517.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-18,2.3006235192480796e+23,242.72572545833037,0.0041198764494852,19793873.84323664,5118722.839177528,15356.168517532584,-54923.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-17,2.7402004227849085e+23,231.17850337971453,0.0043256617089413,20259629.730457697,3865460.963428983,11596.382890286948,-54435.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-16,2.7554011145029855e+23,225.21415247076044,0.0044402182945844,21454298.861686766,4420481.032217257,13261.44309665177,-54174.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-15,2.8433530430072024e+23,225.0151702798805,0.0044441448047976,24540703.108433973,3866252.981007628,11598.758943022884,-54165.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-14,2.875134417881574e+23,217.7299730458136,0.0045928449170826,25379543.659216642,5582520.625755113,16747.56187726534,-53836.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-13,2.8002364782745255e+23,220.09503777328027,0.0045434918029823,25960769.817016065,3793872.3057250143,11381.616917175044,-53944.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-12,4.239757405571693e+23,212.81873428972995,0.0046988344486562,25904094.897516087,4744394.142549161,14233.182427647482,-53608.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-11,4.050875344288175e+23,210.1162784575024,0.0047592695213391,25220280.38510836,13600719.916354747,40802.159749064245,-53480.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-10,4.0891377029167754e+23,201.80346902219375,0.0049553162036576,23338166.62548089,4827632.274259401,14482.896822778202,-53076.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-09,3.535061610691217e+23,201.12441844609867,0.0049720466949069,21143858.3353487,3594762.189936,10784.286569808,-53042.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-08,3.7985501478516215e+23,201.91271723970135,0.0049526350478105,23714025.98746676,10356366.575983176,31069.099727949528,-53082.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-07,3.723842895886924e+23,192.98005668777165,0.0051818826108955,23144965.080340073,1109787.0913509969,3329.36127405299,-52629.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-06,3.674103976067272e+23,192.85638277000265,0.005185205621079,23017738.105415232,2446234.1365169236,7338.702409550771,-52623.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-05,2.7917071919354166e+23,193.47607944547448,0.0051685976006239,20588242.261320535,6516379.806752164,19549.139420256488,-52655.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-04,4.249777854780266e+23,182.21053388660516,0.0054881569065723,22191671.118971985,6421009.552156033,19263.028656468097,-52055.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-03,2.754279607211939e+23,180.93157152118667,0.0055269513860542,21749924.605047166,8219669.208063577,24659.007624190726,-51984.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-02,2.6741732583585293e+23,197.03122548241348,0.0050753376656496,21165602.43508635,8688318.826334676,26064.956479004024,-52837.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-08-01,2.8052403095801952e+23,195.42667770877995,0.0051170086485846,21192875.95793737,2963068.7034024177,8889.206110207253,-52755.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-31,2.7870416986048858e+23,200.82176118587827,0.0049795400363729,21539039.86131637,5554763.607562341,16664.29082268702,-53027.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-30,2.6928891663180836e+23,193.79978278032593,0.0051599645038483,21142554.26524241,5159135.249986276,15477.405749958829,-52671.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-29,2.6832877138088174e+23,190.44522374382407,0.0052508536593448,21144154.301372156,8404526.14511627,25213.57843534881,-52497.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-28,2.4508946295356342e+23,186.17651846110772,0.0053712466441298,20814682.8116662,13641285.622449083,40923.85686734725,-52270.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-27,2.543545468208171e+23,203.532754035026,0.0049132141150505,19135786.920890868,6152116.248993653,18456.34874698096,-53161.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-26,3.3312680687057326e+23,217.54516966780568,0.004596746512584,15953746.43274481,4660765.319502752,13982.295958508255,-53827.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-25,2.4002491884250993e+23,203.45493530366875,0.0049150933522818,16313684.72226056,8713011.028542804,26139.03308562841,-53158.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-24,2.191832066237957e+23,221.27754812175095,0.0045192113184921,17220486.9383796,2400116.80509999,7200.350415299972,-53997.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-23,2.3346344468931538e+23,221.5706309088178,0.0045132335269267,15923389.739902709,1576774.5422071277,4730.3236266213835,-54011.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-22,2.323442123469431e+23,222.2600442992012,0.0044992342332741,15778392.803271923,3201584.9929515426,9604.754978854628,-54042.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-21,2.493226041532528e+23,218.28979593318033,0.0045810661727225,16430465.111207409,3312660.4220059593,9937.981266017876,-53861.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-20,2.1897805240243705e+23,221.93766615283093,0.0045057696484533,16014203.127815677,4698288.453420914,14094.86536026274,-54027.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-19,2.4273285412701645e+23,209.49364838160145,0.0047734144100562,16347397.214245241,5598682.70726299,16796.04812178897,-53450.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-18,2.3076005469015537e+23,215.8224093035872,0.0046334391466891,16369346.92469982,3978088.558890808,11934.265676672425,-53748.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-17,2.185614287577726e+23,192.48773369682192,0.0051951362343693,14406744.169664375,1857570.8251273672,5572.712475382101,-52603.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-16,2.074372645105011e+23,184.29916744790944,0.0054259604850501,14781718.367115878,4815944.879827914,14447.834639483743,-52169.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-15,2.2136296813108898e+23,181.3584962906503,0.0055139407331508,14570191.96230551,3951461.941674973,11854.38582502492,-52008.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-14,2.1647287972336197e+23,170.14267010456953,0.005877420398924,14511090.649341352,9877555.415434893,29632.66624630468,-51369.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-13,2.1435776154856674e+23,182.12782095425484,0.0054906493404495,13076487.6956554,3872899.6902855104,11618.69907085653,-52050.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-12,2.1539353949068144e+23,186.94085180742297,0.00534928556456,12028664.789638123,4243396.2111322535,12730.18863339676,-52311.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-11,2.284647415557949e+23,196.59403435408183,0.0050866243387574,11624856.58161957,5616753.517333464,16850.260552000393,-52815.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-10,1.9582024996779758e+23,187.197778761062,0.0053419437272083,12680332.533576252,2421751.570061662,7265.254710184986,-52325.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-09,1.5598323740582764e+23,187.6240305147971,0.0053298076864473,13170656.613815708,3814171.8946184623,11442.515683855387,-52348.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-08,2.3928779015805434e+23,210.2071835510459,0.0047572113526613,14606958.44867156,1934384.8154533345,5803.154446360004,-53484.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-07,2.354722009661322e+23,215.29934828485028,0.0046446958988327,14393846.459432252,2174280.8732219557,6522.842619665866,-53723.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-06,2.148294809595723e+23,221.18675401318,0.004521066392341,13280890.29329984,2128402.911360594,6385.2087340817825,-53993.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-05,2.2833279185116817e+23,213.8456556684248,0.0046762698866818,12978022.44824378,1464495.7633308435,4393.487289992531,-53656.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-04,2.2812856239144815e+23,215.91159234851676,0.0046315252883033,13010614.129531132,1620311.340251874,4860.934020755622,-53752.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-03,2.3761543395862853e+23,219.0581638043544,0.0045649976363954,12238782.636902098,791593.8380602141,2374.7815141806423,-53897.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-02,2.0398660413032105e+23,216.5801579118429,0.004617228141495,11600506.606291076,1627637.882669014,4882.913648007042,-53783.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-07-01,2.0419911531774182e+23,218.55272914452937,0.0045755548508328,11532003.353703195,1741715.2278110932,5225.14568343328,-53873.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-30,2.0374800809536325e+23,214.1799412018138,0.0046689713069709,11834370.845852448,3354229.3093919503,10062.687928175852,-53671.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-29,2.0321020559013868e+23,215.52768021358648,0.0046397752669587,12083670.860365093,2056839.78152818,6170.519344584541,-53734.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-28,6.920475397567363e+22,233.17345642825887,0.0042886528137377,9213780.327921342,775080.8280474899,2325.2424841424695,-54521.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-27,6.261250850107293e+22,223.92476415678115,0.0044657856569175,9924052.57154789,746045.4012947988,2238.1362038843968,-54116.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-26,7.665341898030976e+22,213.615073594609,0.0046813175829425,10203661.927417984,1018887.9337013428,3056.6638011040286,-53645.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-25,6.360137278118741e+22,220.3628143073228,0.0045379707240686,10262378.806341553,679874.6199781955,2039.6238599345863,-53956.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-24,6.383983814776551e+22,224.618726837272,0.0044519885500217,10010653.276764072,883875.589908158,2651.6267697244743,-54147.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-23,8.087614923422665e+22,203.6258771877896,0.0049109671806485,9921470.479838751,1416920.0956669652,4250.760287000895,-53166.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-22,7.815067277144291e+22,209.93145499772888,0.0047634595778456,9003030.480820231,2564878.4535125825,7694.635360537745,-53471.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-21,5.86970358666657e+22,236.44613503113007,0.0042292930686658,8897589.669465689,2531598.060404884,7594.794181214653,-54660.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-20,7.76726654802172e+22,262.6429365985712,0.0038074505751069,8425416.714349147,1795771.4932442263,5387.31447973268,-55711.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-19,6.689414935215411e+22,269.2498522990839,0.0037140224644921,8189466.96969736,1588410.7556994767,4765.23226709843,-55960.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-18,6.554451853375765e+22,272.1488145618008,0.0036744602456201,7118186.518492775,1230699.944268544,3692.099832805632,-56067.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-17,7.080702627430785e+22,274.7515685890672,0.0036396516501627,7798893.573074586,740867.9906713872,2222.6039720141616,-56162.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-16,7.051124255865511e+22,279.7061207447101,0.0035751809697175,7454400.8158099875,1870792.0209998328,5612.3760629994995,-56341.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-15,6.932383369234925e+22,280.03680199901765,0.0035709592198653,8698750.330926843,2099453.0059169107,6298.359017750732,-56353.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-14,5.8774297024203225e+22,312.030748870239,0.0032048123578226,7844293.999801857,1459505.0881002294,4378.515264300688,-57434.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-13,2.6959805710419245e+23,330.3278644775917,0.0030272953254533,7815217.197332861,7187262.890685514,21561.78867205654,-58004.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-12,1.4774800261498117e+23,352.932584866066,0.0028334023065041,9138386.276720388,1976367.081461004,5929.101244383011,-58666.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-11,1.5238536899577035e+23,349.38012563605554,0.0028622120338971,9807862.424576184,1833314.9993355535,5499.944998006661,-58565.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-10,2.709008086049096e+23,346.2469548040207,0.0028881120429377,10809071.614675438,834871.1366010556,2504.613409803167,-58475.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-09,2.715053071701882e+23,344.70613511266396,0.0029010217635759,11494967.221809212,1554554.1954141185,4663.662586242356,-58430.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-08,1.4741200538323873e+23,351.82916464119694,0.002842288532333,11381298.82328926,984600.2698622807,2953.8008095868418,-58635.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-07,2.6550788323049057e+23,346.7489039752551,0.0028839312497765,11623794.68752073,1923357.02336423,5770.07107009269,-58489.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-06,2.4672491049558785e+23,346.3767829191972,0.0028870295277073,11953459.428183539,1013116.6552074162,3039.349965622249,-58479.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-05,2.4108974258287636e+23,354.22340562244005,0.0028230771432023,11463400.589985726,502919.86849638744,1508.7596054891624,-58703.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-04,2.4584787943236985e+23,351.17723037215035,0.0028475650284623,11564252.444670364,1112149.8454250365,3336.4495362751095,-58616.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-03,2.3719173161189304e+23,350.81486573284536,0.002850506343028,11283361.027664226,1399034.9082853915,4197.104724856175,-58606.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-02,2.3743341386783766e+23,345.23625768858886,0.0028965671412821,11782836.77560917,1039781.4209730813,3119.344262919244,-58446.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-06-01,2.3192330730835345e+23,353.6308056280705,0.0028278079400462,11548975.61471204,2424473.8030293686,7273.421409088106,-58686.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-31,2.3839536299337348e+23,341.2490663446994,0.0029304109479669,12609697.78383115,2785002.259974052,8355.006779922156,-58330.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-30,2.3104344630415532e+23,354.0930326993106,0.0028241165672671,12487068.891842669,3174127.9416067703,9522.383824820312,-58699.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-29,5.176789650583902e+22,367.8796771198278,0.0027182800850243,11277344.687330328,188500.84039628232,565.5025211888469,-59081.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-28,5.363204408946462e+22,360.1662468271356,0.0027764956011548,11347889.782001248,351554.89799928,1054.66469399784,-58869.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-27,4.784632126669056e+22,368.6315745242952,0.0027127356122178,10840054.979871647,1980922.6648488208,5942.767994546464,-59101.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-26,5.031891955101489e+22,362.22132181566894,0.0027607430589326,11416467.238848742,1508624.486159248,4525.873458477744,-58926.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-25,2.4113686609722364e+23,346.60453299947574,0.0028851324919097,12666513.817110019,1832363.9225454128,5497.09176763624,-58485.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-24,2.3604841215091338e+23,352.87509663939767,0.0028338639068709,12733763.86123663,1722511.9804231385,5167.535941269416,-58665.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-23,1.3702206156751164e+23,351.66620901226565,0.0028436055963657,12074317.198350416,1809238.993442461,5427.716980327383,-58630.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-22,4.118678368197196e+22,371.47732044396463,0.0026919543804312,11307623.37622518,200467.3281024372,601.4019843073116,-59178.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-21,4.036308989639157e+22,377.0508424591741,0.0026521622216194,11033842.69294056,247283.0930393968,741.8492791181905,-59327.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-20,3.915922807349218e+22,383.4674977741812,0.0026077829432858,10828652.552294593,470675.13521115,1412.02540563345,-59496.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-19,3.797778366708851e+22,388.52677147677446,0.0025738252120929,10996290.08161872,353350.43817322305,1060.0513145196692,-59627.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-18,3.7521551089650176e+22,392.341586933787,0.0025487993965033,11585229.419337012,248915.99781857216,746.7479934557165,-59725.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-17,3.871957176914748e+22,382.6799251467227,0.0026131498787572,12535773.084223982,430051.5966695859,1290.1547900087576,-59475.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-16,2.6712586235314405e+22,400.04120517490225,0.0024997424941832,12233749.710151909,460065.2540400614,1380.195762120184,-59919.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-15,3.584537162836996e+22,392.90329427245945,0.0025451555499215,13002303.360384353,753057.606340905,2259.172819022715,-59739.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-14,4.118647267162493e+22,397.4921820301756,0.0025157727502778,12750726.685019031,379391.5366431207,1138.174609929362,-59855.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-13,3.4564264727031595e+22,389.7528833820831,0.0025657282925593,12652470.07246698,389844.53994728776,1169.5336198418631,-59659.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-12,2.9702925460346447e+22,419.1907760149348,0.002385548674297,11475677.276567783,1965178.5185952983,5895.535555785895,-60387.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-11,6.270115961180047e+22,426.5404307881908,0.0023444436396149,14505612.262986764,2875058.291976244,8625.174875928733,-60561.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-10,6.7196231308490245e+22,385.4929544673303,0.0025940811327713,17580322.07387082,2105924.9246139694,6317.774773841909,-59549.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-09,7.056539350284493e+22,374.598881498101,0.0026695221192353,17357173.347884495,4017725.259465271,12053.175778395813,-59262.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
2022-05-08,8.239663080756446e+22,354.117806770099,0.0028239189921596,19834260.341089685,2427060.866483566,7281.182599450698,-58700.0,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801
